timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,devicename,devicenamelength,drivername,drivernamelength,cycletime,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,timedatestamp,baseaddress,bytescopied,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,operationstatus,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,targetthreadcreatetime,targetthreadid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,allocationtype,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,lastprotectionmask,viewsize,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,accessmask,washardened,classification,eventtype,fileid,fileusn,info,scansource,desiredaccess,returncode,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,featureid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,first resource path,first resource type,id,resource count,scan source,type,startqpc,process,reason,channel,eventid,processimagepath,taintreason,scanreason,scanresult,level,stopreason,triggersigseq,guid,signatureid
"2025-11-10 13:49:01.9757324Z","2025-11-10 13:49:01.9757324Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE ","    4 System",11652,,,,,,,,,,,,,,,,,,,,,,1762782541975732400,,,,"(null)",6,"\FileSystem\Ntfs",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9759397Z","2025-11-10 13:49:01.9759397Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541975939700,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9953596Z","2025-11-10 13:49:01.9953596Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995359600,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9954036Z","2025-11-10 13:49:01.9954036Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995403600,,,,"(null)",6,"\FileSystem\fastfat",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9957514Z","2025-11-10 13:49:01.9957514Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995751400,,,,"(null)",6,"\FileSystem\fastfat",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9957622Z","2025-11-10 13:49:01.9957622Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995762200,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9957854Z","2025-11-10 13:49:01.9957854Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995785400,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9957942Z","2025-11-10 13:49:01.9957942Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995794200,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9958010Z","2025-11-10 13:49:01.9958010Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541995801000,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9958257Z","2025-11-10 13:49:01.9958257Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE ","    4 System",11304,,,,,,,,,,,,,,,,,,,,,,1762782541995825700,,,,"(null)",6,"\FileSystem\Ntfs",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9963920Z","2025-11-10 13:49:01.9963920Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE ","    4 System",11304,,,,,,,,,,,,,,,,,,,,,,1762782541996392000,,,,"(null)",6,"\FileSystem\Ntfs",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:01.9964073Z","2025-11-10 13:49:01.9964073Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",5108,,,,,,,,,,,,,,,,,,,,,,1762782541996407300,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0119530Z","2025-11-10 13:49:02.0119530Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 3320 MsMpEng.exe",9192,,," 3320 MsMpEng.exe",,,,,,,,,,,,,18446606103153016832,18446606103152988160,140736517584288,240,1070259924992,9192,1762782542011953000,1070277853184,1070277787648,140736517584288,,,,,4015588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0251009Z","2025-11-10 13:49:02.0251009Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start ","  828 svchost.exe",4984,,," 1396 <not found>",,,"C:\Windows\System32\SecurityHealthHost.exe",,,,,,,,,,,,,,,,1762782542025100900,,,,,,,,,134072561420250225,0,137131,"0x","","",828,13,25587,3,0,1,461722540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0269628Z","2025-11-10 13:49:02.0269628Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","  828 svchost.exe",4984,,," 1396 <not found>",,,,,,,,,,,,,18446606103153016832,18446606103152988160,140701263976096,39,108809736192,11616,1762782542026962800,108807979008,108807970816,140701263976096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0273186Z","2025-11-10 13:49:02.0273186Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  468 csrss.exe",6132,,," 1396 <not found>",,,,,,,,,,,,,,,,,,,1762782542027318600,,,,,,,,,,,,,,,,,,,,,,108809732872,8,134050236759455971,468,97,12,62,5066549580791814,134050237076262694,6132,0,134072561420250225,0,0,0,5066549580817395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0274647Z","2025-11-10 13:49:02.0274647Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  468 csrss.exe",6132,,," 1396 <not found>",,,,,,,,,,,,,,,,,,,1762782542027464700,,,,,,,,,,,,,,,,,,,,,,108809732856,8,134050236759455971,468,97,12,62,5066549580791814,134050237076262694,6132,0,134072561420250225,0,0,0,5066549580817395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0275306Z","2025-11-10 13:49:02.0275306Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  828 svchost.exe",4984,,," 1396 <not found>",,,,,,,,,,,,,,,,,,,1762782542027530600,,,,,,,,,,,,,,,,,,,,,,1733794136064,4544,134050236765830971,828,0,0,0,5066549580791821,134072561019715048,4984,0,134072561420250225,0,0,0,5066549580817395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0275327Z","2025-11-10 13:49:02.0275327Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  828 svchost.exe",4984,,," 1396 <not found>",,,,,,,,,,,,,,,,,,,1762782542027532700,,,,,,,,,,,,,,,,,,,,,,108809732824,8,134050236765830971,828,0,0,0,5066549580791821,134072561019715048,4984,0,134072561420250225,0,0,0,5066549580817395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0275352Z","2025-11-10 13:49:02.0275352Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",16,"KERNEL_THREATINT_TASK_SUSPENDRESUME_THREAD ","  828 svchost.exe",4984,,," 1396 <not found>",,,,,,,,,,,,,,,,,,,1762782542027535200,,,,,,,,,,,,,,,,,,,,,,,,134050236765830971,828,0,0,0,5066549580791821,134072561019715048,4984,0,134072561420250225,0,0,0,5066549580817395,134072561420250241,11616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0300780Z","2025-11-10 13:49:02.0300780Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1396 <not found>",11616,,," 1396 <not found>",,,,,,,,,,,,,18446606103156129792,18446606103156101120,140737324634384,0,108809744384,4244,1762782542030078000,108808503296,108808495104,140737324634384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0304650Z","2025-11-10 13:49:02.0304650Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",31,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",10108,,,,,,,,,,,,,,,,,,,,,,1762782542030465000,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0306585Z","2025-11-10 13:49:02.0306585Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",32,"KERNEL_THREATINT_TASK_DRIVER_DEVICE "," 3320 MsMpEng.exe",10108,,,,,,,,,,,,,,,,,,,,,,1762782542030658500,,,,"(null)",6,"\FileSystem\FltMgr",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0316208Z","2025-11-10 13:49:02.0316208Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1396 <not found>",4244,,," 1396 <not found>",,,,,,,,,,,,,18446606103156162560,18446606103156133888,140737324634384,0,108809752576,2676,1762782542031620800,108811255808,108811247616,140737324634384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0399018Z","2025-11-10 13:49:02.0399018Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1396 <not found>",11616,,," 1396 <not found>",,,,,,,,,,,,,18446606103156195328,18446606103156166656,140737287943264,0,108809760768,10608,1762782542039901800,108811780096,108811771904,140737287943264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0402128Z","2025-11-10 13:49:02.0402128Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",36,,," 1396 <not found>",,,,,,,,,,,,,18446606103156228096,18446606103156199424,140737324634384,0,108809768960,4496,1762782542040212800,108812304384,108812296192,140737324634384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0403151Z","2025-11-10 13:49:02.0403151Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",36,,," 1396 <not found>",,,,,,,,,,,,,18446606103156293632,18446606103156264960,140737324634384,0,108809777152,7476,1762782542040315100,108812828672,108812820480,140737324634384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:02.0408190Z","2025-11-10 13:49:02.0408190Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 1396 <not found>",4496,,," 1396 <not found>",,,,,,,,,,,,,18446606103156391936,18446606103156363264,140737324634384,0,108809785344,7848,1762782542040819000,108813352960,108813344768,140737324634384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
