timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-17 13:43:09.7972114Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","14056 explorer.exe",3644,,,"13160 attack.exe",,,,,,,,,,,,18446712763269287936,18446712763269263360,140697003442800,0,818326290432,15504,818328633344,818328629248,140697003442800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:09.8081748Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1756716975,140697003425792,140697003425792,53248,,,,,,,,,,,,,
"2025-09-17 13:43:09.8082068Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,,2572841,,,,,,,,,,,244743817,140726304899072,140726304899072,2527232,,,,,,,,,,,,,
"2025-09-17 13:43:09.8089766Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,,,,,,,,,,882745,,,,,,,,,,,160271359,140726276718592,140726276718592,823296,,,,,,,,,,,,,
"2025-09-17 13:43:09.8090933Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,,,,,,,,,,4181903,,,,,,,,,,,177944830,140726256861184,140726256861184,4141056,,,,,,,,,,,,,
"2025-09-17 13:43:10.2796854Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,,771919,,,,,,,,,,,2638054253,140726299918336,140726299918336,737280,,,,,,,,,,,,,
"2025-09-17 13:43:10.2798514Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,,732727,,,,,,,,,,,159756539,140726286876672,140726286876672,692224,,,,,,,,,,,,,
"2025-09-17 13:43:10.2801213Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","13160 attack.exe",15504,,,"13160 attack.exe",,,,,,,,,,,,18446712763271471104,18446712763271446528,140726305414320,0,818326298624,1416,818329681920,818329677824,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:10.2802030Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,,700521,,,,,,,,,,,2166290279,140726295461888,140726295461888,679936,,,,,,,,,,,,,
"2025-09-17 13:43:10.2803668Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,,1223202,,,,,,,,,,,2270715780,140726298738688,140726298738688,1146880,,,,,,,,,,,,,
"2025-09-17 13:43:10.2806756Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,,1375546,,,,,,,,,,,3578273335,140726261645312,140726261645312,1355776,,,,,,,,,,,,,
"2025-09-17 13:43:10.2816883Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,,,,,,,,,,570439,,,,,,,,,,,1564323704,140724722270208,140724722270208,561152,,,,,,,,,,,,,
"2025-09-17 13:43:10.2819806Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,,,,,,,,,,57827,,,,,,,,,,,240324076,140725167915008,140725167915008,49152,,,,,,,,,,,,,
"2025-09-17 13:43:10.2820784Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","13160 attack.exe",1416,,,"13160 attack.exe",,,,,,,,,,,,18446712763272044544,18446712763272019968,140726305414320,0,818326306816,412,818330730496,818330726400,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:10.2822638Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,140724722860032,140724722860032,122880,,,,,,,,,,,,,
"2025-09-17 13:43:10.2823981Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",1416,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,2047975620608,2047975620608,122880,,,,,,,,,,,,,
"2025-09-17 13:43:10.2824320Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",1416,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,2047975620608,2047975620608,122880,,,,,,,,,,,,,
"2025-09-17 13:43:10.2827724Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","13160 attack.exe",412,,,"13160 attack.exe",,,,,,,,,,,,18446712763272101888,18446712763272077312,140726305414320,0,818326315008,11160,818331779072,818331774976,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:10.2851195Z","Custom","Injector-Attack",1337,"[+] Injector started with PID 13160","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:10.4686192Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3500 MsMpEng.exe",11320,,," 3500 MsMpEng.exe",,,,,,,,,,,,18446712763266158592,18446712763266134016,140726305414320,0,662715211776,7756,662724149248,662724083712,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:10.4835945Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 3500 MsMpEng.exe",,,,,,,,,,,,18446712763299307520,18446712763299282944,140726305414320,0,662715219968,4524,662731489280,662731423744,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:13.6231926Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3500 MsMpEng.exe",11320,,," 3500 MsMpEng.exe",,,,,,,,,,,,18446712763276529664,18446712763276505088,140726305414320,0,662715228160,5900,662732013568,662731948032,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:16.4144283Z","Custom","Injector-Attack",1337,"[<] Before starting subprocess to inject to","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:16.4157216Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\ApiSetHost.AppExecutionAlias.dll",,,,,,,,,,,,,,,,,,,,226271,,,,,,,,,,,1533900166,140726022045696,140726022045696,176128,,,,,,,,,,,,,
"2025-09-17 13:43:16.4158690Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,,3718718,,,,,,,,,,,740080917,140726277570560,140726277570560,3649536,,,,,,,,,,,,,
"2025-09-17 13:43:16.4160644Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,,646521,,,,,,,,,,,1374014297,140726264594432,140726264594432,667648,,,,,,,,,,,,,
"2025-09-17 13:43:16.4166024Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,,,,,,,,,,182967,,,,,,,,,,,2107422311,140726255288320,140726255288320,167936,,,,,,,,,,,,,
"2025-09-17 13:43:16.4178290Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,,,,,,,,,,8821142,,,,,,,,,,,83910174,140726219112448,140726219112448,8753152,,,,,,,,,,,,,
"2025-09-17 13:43:16.4186745Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,,,,,986194,,,,,,,,,,,4225820209,140726294085632,140726294085632,983040,,,,,,,,,,,,,
"2025-09-17 13:43:16.4192324Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,,,,,,,,,,424140,,,,,,,,,,,4162087576,140726286417920,140726286417920,401408,,,,,,,,,,,,,
"2025-09-17 13:43:16.4205138Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"13160 attack.exe",,,,,,,,,,,,18446712763278213120,18446712763278188544,140726305414320,0,818326323200,3864,818332827648,818332823552,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:16.4206816Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","13160 attack.exe",3864,,,"13160 attack.exe",,,,,,,,,,,,18446712763273338880,18446712763273314304,140726305414320,0,818326331392,15844,818333876224,818333872128,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:16.4259816Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,,125051,,,,,,,,,,,2547479300,140726237200384,140726237200384,110592,,,,,,,,,,,,,
"2025-09-17 13:43:16.4264226Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,,,,,,,,,,1159626,,,,,,,,,,,1313457027,140725869412352,140725869412352,1138688,,,,,,,,,,,,,
"2025-09-17 13:43:16.4265659Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,,898252,,,,,,,,,,,1533373544,140726303326208,140726303326208,880640,,,,,,,,,,,,,
"2025-09-17 13:43:16.4268596Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",1416,,,"13160 attack.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,,,,,,,,,,342070,,,,,,,,,,,3129326832,140725869084672,140725869084672,307200,,,,,,,,,,,,,
"2025-09-17 13:43:16.4277312Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,,,,,,,,,,699598,,,,,,,,,,,3582665716,140726256205824,140726256205824,626688,,,,,,,,,,,,,
"2025-09-17 13:43:16.4282777Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,,,,,,,,,,783590,,,,,,,,,,,4271766768,140726296182784,140726296182784,724992,,,,,,,,,,,,,
"2025-09-17 13:43:16.4314752Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","13160 attack.exe",15504,,,"13160 attack.exe",,,,,,,,,,,,18446712763277008896,18446712763276984320,140726278802720,0,818326339584,8460,818334924800,818334916608,140726278802720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:16.4335672Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,,,,,,,,,,882789,,,,,,,,,,,3687758230,140725962407936,140725962407936,802816,,,,,,,,,,,,,
"2025-09-17 13:43:16.4426808Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,,,,,,,,,,449774,,,,,,,,,,,2833233081,140725906243584,140725906243584,430080,,,,,,,,,,,,,
"2025-09-17 13:43:16.4433177Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,,,,,,,,,,310002,,,,,,,,,,,799845727,140726041837568,140726041837568,290816,,,,,,,,,,,,,
"2025-09-17 13:43:16.4436905Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,,,,,,,,,,132790,,,,,,,,,,,559600455,140726046818304,140726046818304,106496,,,,,,,,,,,,,
"2025-09-17 13:43:16.4445006Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,,,,,,,,,,396500,,,,,,,,,,,1605668267,140725874327552,140725874327552,380928,,,,,,,,,,,,,
"2025-09-17 13:43:16.4560118Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,,,,,286201,,,,,,,,,,,2803059627,140726238380032,140726238380032,221184,,,,,,,,,,,,,
"2025-09-17 13:43:16.4679943Z","Custom","Injector-Attack",1337,"[>]  After starting subprocess with PID 13680","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:17.4615830Z","Custom","Injector-Attack",1337,"[<] Before opening process handle","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:17.5215081Z","Custom","Injector-Attack",1337,"[>]  After opening process handle","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:18.5473745Z","Custom","Injector-Attack",1337,"[<] Before allocating memory for shellcode","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:18.5476167Z","Custom","Injector-Attack",1337,"[>]  After allocating memory for shellcode, at: 000001B826E10000","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:19.5327174Z","Custom","Injector-Attack",1337,"[<] Before writing shellcode to process","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:19.5331790Z","Custom","Injector-Attack",1337,"[>]  After writing shellcode to process, at: 000001B826E10000","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:20.5044289Z","Custom","Injector-Attack",1337,"[<] Before changing memory protection to PAGE_EXECUTE_READ","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:20.5045789Z","Custom","Injector-Attack",1337,"[>]  After changing memory protection to PAGE_EXECUTE_READ","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:20.5365561Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2476 smartscreen.exe",14880,,," 2476 smartscreen.exe",,,,,,,,,,,,18446712763338321920,18446712763338297344,140726278802720,0,867798261760,14880,867802021888,867802013696,140726278802720,,,,,,,,,,,,,,,,,,497800,,,,,,,,,,,,
"2025-09-17 13:43:21.4886583Z","Custom","Injector-Attack",1337,"[<] Before creating remote thread","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:21.4891829Z","Custom","Injector-Attack",1337,"[>]  After creating remote thread","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:22.4607724Z","Custom","Injector-Attack",1337,"[+] Attack done","13160 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 13:43:22.4625722Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",8460,,,"13160 attack.exe",,,,,,,,,,,,18446712763277008896,18446712763276984320,140726278802720,0,818326339584,8460,818334924800,818334916608,140726278802720,,,,,,,,,,,,,,,,,,257640,,,,,,,,,,,,
"2025-09-17 13:43:22.4626402Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",15844,,,"13160 attack.exe",,,,,,,,,,,,18446712763273338880,18446712763273314304,140726305414320,0,818326331392,15844,818333876224,818333868032,140726305414320,,,,,,,,,,,,,,,,,,329460,,,,,,,,,,,,
"2025-09-17 13:43:22.4628419Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",3864,,,"13160 attack.exe",,,,,,,,,,,,18446712763278213120,18446712763278188544,140726305414320,0,818326323200,3864,818332827648,818332819456,140726305414320,,,,,,,,,,,,,,,,,,1730520,,,,,,,,,,,,
"2025-09-17 13:43:22.4630248Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",11160,,,"13160 attack.exe",,,,,,,,,,,,18446712763272101888,18446712763272077312,140726305414320,0,818326315008,11160,818331779072,818331770880,140726305414320,,,,,,,,,,,,,,,,,,898700,,,,,,,,,,,,
"2025-09-17 13:43:22.4634578Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",412,,,"13160 attack.exe",,,,,,,,,,,,18446712763272044544,18446712763272019968,140726305414320,0,818326306816,412,818330730496,818330726400,140726305414320,,,,,,,,,,,,,,,,,,543400,,,,,,,,,,,,
"2025-09-17 13:43:22.4635373Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",1416,,,"13160 attack.exe",,,,,,,,,,,,18446712763271471104,18446712763271446528,140726305414320,0,818326298624,1416,818329681920,818329673728,140726305414320,,,,,,,,,,,,,,,,,,5285420,,,,,,,,,,,,
"2025-09-17 13:43:22.4643101Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","13160 attack.exe",15504,,,"13160 attack.exe",,,,,,,,,,,,18446712763269287936,18446712763269263360,140697003442800,0,818326290432,15504,818328633344,818328604672,140697003442800,,,,,,,,,,,,,,,,,,106091060,,,,,,,,,,,,
"2025-09-17 13:43:22.4646321Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Users\Public\Downloads\attack.exe",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1756716975,140697003425792,140697003425792,53248,,,,,,,,,,,,,
"2025-09-17 13:43:22.4646414Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,,,,,,,,,,570439,,,,,,,,,,,1564323704,140724722270208,140724722270208,561152,,,,,,,,,,,,,
"2025-09-17 13:43:22.4646462Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,,,,,,,,,,146072,,,,,,,,,,,254123393,140724722860032,140724722860032,122880,,,,,,,,,,,,,
"2025-09-17 13:43:22.4646494Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,,,,,,,,,,57827,,,,,,,,,,,240324076,140725167915008,140725167915008,49152,,,,,,,,,,,,,
"2025-09-17 13:43:22.4646932Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,,,,,,,,,,342070,,,,,,,,,,,3129326832,140725869084672,140725869084672,307200,,,,,,,,,,,,,
"2025-09-17 13:43:22.4647024Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,,,,,,,,,,1159626,,,,,,,,,,,1313457027,140725869412352,140725869412352,1138688,,,,,,,,,,,,,
"2025-09-17 13:43:22.4647105Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,,,,,,,,,,396500,,,,,,,,,,,1605668267,140725874327552,140725874327552,380928,,,,,,,,,,,,,
"2025-09-17 13:43:22.4647196Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,,,,,,,,,,449774,,,,,,,,,,,2833233081,140725906243584,140725906243584,430080,,,,,,,,,,,,,
"2025-09-17 13:43:22.4647300Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,,,,,,,,,,882789,,,,,,,,,,,3687758230,140725962407936,140725962407936,802816,,,,,,,,,,,,,
"2025-09-17 13:43:22.4647397Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","13160 attack.exe",15504,,,"13160 attack.exe",,,"C:\Windows\System32\ApiSetHost.AppExecutionAlias.dll",,,,,,,,,,,,,,,,,,,,226271,,,,,,,,,,,1533900166,140726022045696,140726022045696,176128,,,,,,,,,,,,,
