timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagesize,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,cycletime,fullregionsize,lastprotectionmask,targetaddress,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-17 14:59:16.9595796Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,771919,,,,,,,,,,,2638054253,,,,,,,,,,140726299918336,140726299918336,737280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9597167Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,732727,,,,,,,,,,,159756539,,,,,,,,,,140726286876672,140726286876672,692224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9598075Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3412 attack.exe",1888,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763306749952,18446712763306725376,140726305414320,0,156930523136,4432,156934078464,156934074368,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9598716Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,700521,,,,,,,,,,,2166290279,,,,,,,,,,140726295461888,140726295461888,679936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9599888Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,1223202,,,,,,,,,,,2270715780,,,,,,,,,,140726298738688,140726298738688,1146880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9613234Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,1375546,,,,,,,,,,,3578273335,,,,,,,,,,140726261645312,140726261645312,1355776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9623910Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3412 attack.exe",4432,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763306434560,18446712763306409984,140726305414320,0,156930531328,4084,156935127040,156935122944,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9634109Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,57827,,,,,,,,,,,240324076,,,,,,,,,,140725167915008,140725167915008,49152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9638748Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,146072,,,,,,,,,,,254123393,,,,,,,,,,140724722860032,140724722860032,122880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9657411Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",4432,,," 3412 attack.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,570439,,,,,,,,,,,1564323704,,,,,,,,,,140724722270208,140724722270208,561152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9668147Z","Custom","Injector-Attack",1337,"[+] Injector started with PID 3412"," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4458084Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3500 MsMpEng.exe",8300,,," 3500 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,2731191828480,134024807948684743,3500,49,7,55,4785074604081225,134024808060718296,8300,134024807948684743,3500,49,7,55,4785074604081225,"RWX",1101824,134024807948684743,49,7,55,4785074604081225,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4723618Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3500 MsMpEng.exe",8352,,," 3500 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,2731191828480,134024807948684743,3500,49,7,55,4785074604081225,134024808061109357,8352,134024807948684743,3500,49,7,55,4785074604081225,"RWX",315392,134024807948684743,49,7,55,4785074604081225,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4758488Z","ETW","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM","  748 csrss.exe",8364,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156930511624,134024807931815044,748,97,12,62,4785074604081161,134025902221403473,8364,,,,,,,,,134025947564719508,0,2,2,4785074604090505,8,0,156929884160,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4764195Z","ETW","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM","  748 csrss.exe",8364,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156930511608,134024807931815044,748,97,12,62,4785074604081161,134025902221403473,8364,,,,,,,,,134025947564719508,0,2,2,4785074604090505,8,0,156929884160,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4764792Z","ETW","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM"," 5572 explorer.exe",4036,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169395871744,134024807985993649,5572,0,2,2,4785074604081265,134025947563952018,4036,,,,,,,,,134025947564719508,0,2,2,4785074604090505,4544,0,2169395871744,4,8192,"",0,8192,131072,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4764832Z","ETW","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM"," 5572 explorer.exe",4036,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156930511576,134024807985993649,5572,0,2,2,4785074604081265,134025947563952018,4036,,,,,,,,,134025947564719508,0,2,2,4785074604090505,8,0,156929884160,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4820084Z","ETW","Microsoft-Windows-Threat-Intelligence",16,"KERNEL_THREATINT_TASK_SUSPENDRESUME_THREAD"," 5572 explorer.exe",4036,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134024807985993649,5572,0,2,2,4785074604081265,134025947563952018,4036,,,,,,,,,134025947564719508,0,2,2,4785074604090505,,0,,,,,,,,134025947564719548,1888,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.4848398Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM"," 3500 MsMpEng.exe",8352,,," 3500 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,2731191828480,134024807948684743,3500,49,7,55,4785074604081225,134024808061109357,8352,134024807948684743,3500,49,7,55,4785074604081225,"RWX",315392,134024807948684743,49,7,55,4785074604081225,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.7188757Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM","12936 WindowsTerminal.exe",10472,,,"12936 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,140694184660992,134025947566387569,12936,0,2,2,4785074604090508,134025947567051307,10472,134025947566387569,12936,0,2,2,4785074604090508,"R-X",4096,134025947566387569,0,2,2,4785074604090508,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.8788868Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM","12936 WindowsTerminal.exe",8940,,,"12936 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,140694184595456,134025947566387569,12936,0,2,2,4785074604090508,134025947566627650,8940,134025947566387569,12936,0,2,2,4785074604090508,"R-X",4096,134025947566387569,0,2,2,4785074604090508,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9677481Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM","12936 WindowsTerminal.exe",8012,,,"12936 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,140694184529920,134025947566387569,12936,0,2,2,4785074604090508,134025947569587180,8012,134025947566387569,12936,0,2,2,4785074604090508,"R-X",4096,134025947566387569,0,2,2,4785074604090508,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:16.9701699Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM","12936 WindowsTerminal.exe",8012,,,"12936 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,140694184464384,134025947566387569,12936,0,2,2,4785074604090508,134025947569587180,8012,134025947566387569,12936,0,2,2,4785074604090508,"R-X",12288,134025947566387569,0,2,2,4785074604090508,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:17.0168516Z","ETW","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM","12936 WindowsTerminal.exe",6216,,,"12936 WindowsTerminal.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,140694184398848,134025947566387569,12936,0,2,2,4785074604090508,134025947569537285,6216,134025947566387569,12936,0,2,2,4785074604090508,"R-X",4096,134025947566387569,0,2,2,4785074604090508,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0004576Z","Custom","Injector-Attack",1337,"[<] Before starting subprocess to inject to"," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0016180Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\ApiSetHost.AppExecutionAlias.dll",,,,,,,,,,,226271,,,,,,,,,,,1533900166,,,,,,,,,,140726022045696,140726022045696,176128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0017500Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,3718718,,,,,,,,,,,740080917,,,,,,,,,,140726277570560,140726277570560,3649536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0019193Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,646521,,,,,,,,,,,1374014297,,,,,,,,,,140726264594432,140726264594432,667648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0023331Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,182967,,,,,,,,,,,2107422311,,,,,,,,,,140726255288320,140726255288320,167936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0034331Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,8821142,,,,,,,,,,,83910174,,,,,,,,,,140726219112448,140726219112448,8753152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0044463Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,986194,,,,,,,,,,,4225820209,,,,,,,,,,140726294085632,140726294085632,983040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0051234Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,424140,,,,,,,,,,,4162087576,,,,,,,,,,140726286417920,140726286417920,401408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0066656Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763307696128,18446712763307671552,140726305414320,0,156930539520,3408,156936175616,156936171520,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0068635Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3412 attack.exe",3408,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763307266048,18446712763307241472,140726305414320,0,156930547712,13952,156937224192,156937220096,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0138264Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,125051,,,,,,,,,,,2547479300,,,,,,,,,,140726237200384,140726237200384,110592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0142973Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,1159626,,,,,,,,,,,1313457027,,,,,,,,,,140725869412352,140725869412352,1138688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0144353Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,898252,,,,,,,,,,,1533373544,,,,,,,,,,140726303326208,140726303326208,880640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0147413Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",4084,,," 3412 attack.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,342070,,,,,,,,,,,3129326832,,,,,,,,,,140725869084672,140725869084672,307200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0149005Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3412 attack.exe",4432,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763307958272,18446712763307933696,140726305414320,0,156930555904,10332,156938272768,156938268672,140726305414320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0156517Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,699598,,,,,,,,,,,3582665716,,,,,,,,,,140726256205824,140726256205824,626688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0162317Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,783590,,,,,,,,,,,4271766768,,,,,,,,,,140726296182784,140726296182784,724992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0183857Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3412 attack.exe",1888,,," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446712763307986944,18446712763307962368,140726278802720,0,156930564096,4984,156939321344,156939313152,140726278802720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0204249Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,882789,,,,,,,,,,,3687758230,,,,,,,,,,140725962407936,140725962407936,802816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0227072Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,449774,,,,,,,,,,,2833233081,,,,,,,,,,140725906243584,140725906243584,430080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0234088Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,310002,,,,,,,,,,,799845727,,,,,,,,,,140726041837568,140726041837568,290816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0238694Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,132790,,,,,,,,,,,559600455,,,,,,,,,,140726046818304,140726046818304,106496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0248046Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,396500,,,,,,,,,,,1605668267,,,,,,,,,,140725874327552,140725874327552,380928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0257999Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 3412 attack.exe",1888,,," 3412 attack.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,286201,,,,,,,,,,,2803059627,,,,,,,,,,140726238380032,140726238380032,221184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-17 14:59:23.0365696Z","Custom","Injector-Attack",1337,"[>]  After starting subprocess with PID 14972"," 3412 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
