timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,as version,av version,engine version,desiredaccess,returncode,accessmask,washardened,apcargument1,apcargument1vadallocationbase,apcargument1vadallocationprotect,apcargument1vadcommitsize,apcargument1vadmmfname,apcargument1vadqueryresult,apcargument1vadregionsize,apcargument1vadregiontype,apcargument2,apcargument3,apcroutine,apcroutinevadallocationbase,apcroutinevadallocationprotect,apcroutinevadcommitsize,apcroutinevadmmfname,apcroutinevadqueryresult,apcroutinevadregionsize,apcroutinevadregiontype,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,realeventtime,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,targetthreadalertable,targetthreadcreatetime,targetthreadid,data,startstop,threadtime,deltacpu,deltawall,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,id,process,reason,classification,eventtype,fileid,fileusn,info,scansource,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,processcontextid,featureid,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,cycletime,createtime,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,first resource path,first resource type,resource count,scan source,startqpc,allocationtype,baseaddress,protectionmask,regionsize,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,fullregionsize,lastprotectionmask,targetaddress,processimagepath,taintreason,channel,eventid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-19 07:41:17.5666672Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe","  608 fontdrvhost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5667364Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe","  596 fontdrvhost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5668366Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe","  592 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5669733Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1072 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5671273Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1164 dwm.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5672492Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1244 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5674146Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1252 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5680942Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1380 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5681696Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1392 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5683095Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1544 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5683801Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1588 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5684604Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1596 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5685150Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1676 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5685838Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1688 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5686317Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1816 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5687015Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1892 VBoxService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5687527Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2020 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5689659Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 1784 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5693508Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2052 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5694192Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2060 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5694656Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2072 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5696244Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2180 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5705395Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2240 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5706112Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2288 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5706671Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2308 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5707077Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2460 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5707915Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2580 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5708531Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2588 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 07:41:17.5709258Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess","12192 MsMpEng.exe",16008,," 8056 procexp64.exe"," 2672 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
