timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,foldername,accessmask,washardened,classification,eventtype,fileid,fileusn,info,scansource,desiredaccess,returncode,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,featureid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,first resource path,first resource type,id,resource count,scan source,type,startqpc,actionstatus,allsigseqs,allsigshas,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scantype,sha1,sha256,threatname,vpath
"2025-11-09 20:58:22.0628196Z","2025-11-09 20:58:22.0628196Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStop Stop ","10936 <not found>",7532,,,"10936 <not found>",,,"RuntimeBroker.",,,,,,,,,,,,,,,,,1762721902062819600,,,,1957888,2080768,73079493,134071954619871872,0,134071955020624221,137,0,541,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.1573926Z","2025-11-09 20:58:22.1573926Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4032 ServiceHub.IntellicodeModelService.exe",656,,," 4032 ServiceHub.IntellicodeModelService.exe",,,,,,,,,,,,,981306,18446651185685430272,18446651185685401600,140733868863152,0,978385141760,656,1762721902157392600,978383470592,978383454208,140733868863152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.4363928Z","2025-11-09 20:58:22.4363928Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11128 PerfWatson2.exe",8652,,,"11128 PerfWatson2.exe",,,,,,,,,,,,,,18446651185685430272,18446651185685401600,140733868863152,0,937671041024,10656,1762721902436392800,937668968448,937668952064,140733868863152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.4367880Z","2025-11-09 20:58:22.4367880Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11128 PerfWatson2.exe",4920,,,"11128 PerfWatson2.exe",,,,,,,,,,,,,,18446651185676103680,18446651185676075008,140733869416224,0,937671049216,7512,1762721902436788000,937705865216,937705848832,140733869416224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.5462596Z","2025-11-09 20:58:22.5462596Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11128 PerfWatson2.exe",8056,,,"11128 PerfWatson2.exe",,,,,,,,,,,,,,18446651185675370496,18446651185675341824,140733869416224,0,937671057408,1556,1762721902546259600,937710059520,937710043136,140733869416224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.5870214Z","2025-11-09 20:58:22.5870214Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2412 svchost.exe",10964,,," 2412 svchost.exe",,,,,,,,,,,,,,18446651185675403264,18446651185675374592,140735219981248,57,784658423808,8732,1762721902587021400,784661479424,784661446656,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.6171029Z","2025-11-09 20:58:22.6171029Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4108 ServiceHub.IndexingService.exe",2040,,," 4108 ServiceHub.IndexingService.exe",,,,,,,,,,,,,667993,18446651185679335424,18446651185679306752,140733705034080,0,540462030848,2040,1762721902617102900,540481683456,540481675264,140733705034080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.6172029Z","2025-11-09 20:58:22.6172029Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4108 ServiceHub.IndexingService.exe",9636,,," 4108 ServiceHub.IndexingService.exe",,,,,,,,,,,,,2908329,18446651185680121856,18446651185680093184,140733705034080,0,540462014464,9636,1762721902617203000,540478537728,540478521344,140733705034080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.6175076Z","2025-11-09 20:58:22.6175076Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4108 ServiceHub.IndexingService.exe",1952,,," 4108 ServiceHub.IndexingService.exe",,,,,,,,,,,,,23231652,18446651185679892480,18446651185679863808,140733705034080,0,540462006272,1952,1762721902617507600,540468051968,540468015104,140733705034080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.6175541Z","2025-11-09 20:58:22.6175541Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4108 ServiceHub.IndexingService.exe",5616,,," 4108 ServiceHub.IndexingService.exe",,,,,,,,,,,,,166122713,18446651185681399808,18446651185681371136,140733705034080,0,540461998080,5616,1762721902617554100,540466479104,540466434048,140733705034080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.6476744Z","2025-11-09 20:58:22.6476744Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11128 PerfWatson2.exe",8056,,,"11128 PerfWatson2.exe",,,,,,,,,,,,,,18446651185681399808,18446651185681371136,140733869416224,0,937671065600,276,1762721902647674400,937718448128,937718431744,140733869416224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8193804Z","2025-11-09 20:58:22.8193804Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",3708,,,"11048 <not found>",,,,,,,,,,,,,8687678,18446651185690181632,18446651185690152960,140733869416224,0,1074803257344,3708,1762721902819380400,1074815565824,1074815303680,140733869416224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8194294Z","2025-11-09 20:58:22.8194294Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",244,,,"11048 <not found>",,,,,,,,,,,,,323438,18446651185677492224,18446651185677463552,140733869361216,0,1074803249152,244,1762721902819429400,1074814517248,1074814255104,140733869361216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8194866Z","2025-11-09 20:58:22.8194866Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",1692,,,"11048 <not found>",,,,,,,,,,,,,150725,18446651185689690112,18446651185689661440,140702916550768,0,1074803240960,1692,1762721902819486600,1074813468672,1074813206528,140702916550768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8195289Z","2025-11-09 20:58:22.8195289Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",2004,,,"11048 <not found>",,,,,,,,,,,,,137418,18446651185666424832,18446651185666396160,140735219981248,0,1074803232768,2004,1762721902819529000,1074812420096,1074812157952,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8195679Z","2025-11-09 20:58:22.8195679Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",9184,,,"11048 <not found>",,,,,,,,,,,,,2273607,18446651185677426688,18446651185677398016,140735219981248,0,1074803224576,9184,1762721902819567900,1074811371520,1074811109376,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8197671Z","2025-11-09 20:58:22.8197671Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",7028,,,"11048 <not found>",,,,,,,,,,,,,973785,18446651185677713408,18446651185677684736,140735219981248,0,1074803216384,7028,1762721902819767100,1074810322944,1074810060800,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8198732Z","2025-11-09 20:58:22.8198732Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",7968,,,"11048 <not found>",,,,,,,,,,,,,191806,18446651185677361152,18446651185677332480,140735210965680,0,1074803208192,7968,1762721902819873200,1074809274368,1074809012224,140735210965680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8199381Z","2025-11-09 20:58:22.8199381Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",2508,,,"11048 <not found>",,,,,,,,,,,,,1794242,18446651185677295616,18446651185677266944,140735219981248,0,1074803200000,2508,1762721902819938200,1074808225792,1074807963648,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8202043Z","2025-11-09 20:58:22.8202043Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",8448,,,"11048 <not found>",,,,,,,,,,,,,4123683,18446651185679237120,18446651185679208448,140735219981248,0,1074803191808,8448,1762721902820204400,1074807177216,1074806915072,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8202767Z","2025-11-09 20:58:22.8202767Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",2684,,,"11048 <not found>",,,,,,,,,,,,,5650608,18446651185689722880,18446651185689694208,140735219981248,0,1074803183616,2684,1762721902820276700,1074806128640,1074805866496,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8209132Z","2025-11-09 20:58:22.8209132Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 4548 ngen.exe",10164,,," 7348 <not found>",,,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe",,,,,,,,,,,,,,,,,1762721902820913200,,,,,,,134071955028183292,,,,,587,,,,,,0,153166,"0x","","",4548,543,1,1,0,0,1654730149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8214034Z","2025-11-09 20:58:22.8214034Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","11048 <not found>",10300,,,"11048 <not found>",,,,,,,,,,,,,6531662373,18446651185689821184,18446651185689792512,140702916597792,0,1074803175424,10300,1762721902821403500,1074802982912,1074802720768,140702916597792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8234486Z","2025-11-09 20:58:22.8234486Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStop Stop ","11048 <not found>",10300,,,"11048 <not found>",,,"mscorsvw.exe",,,,,,,,,,,,,,,,,1762721902823448600,,,,34062336,67710976,6561287277,134071955004396296,0,134071955028216983,153,43,586,157,266,1,77,4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8237956Z","2025-11-09 20:58:22.8237956Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 4548 ngen.exe",10164,,," 7348 <not found>",,,,,,,,,,,,,,18446651185679892480,18446651185679863808,140702916597792,0,22782627840,1756,1762721902823795600,22780837888,22780575744,140702916597792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8368609Z","2025-11-09 20:58:22.8368609Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7348 <not found>",1756,,," 7348 <not found>",,,,,,,,,,,,,,18446651185689821184,18446651185689792512,140735219981248,0,22782636032,7004,1762721902836860900,22784507904,22784245760,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8375491Z","2025-11-09 20:58:22.8375491Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7348 <not found>",1756,,," 7348 <not found>",,,,,,,,,,,,,,18446651185679237120,18446651185679208448,140735219981248,0,22782644224,4336,1762721902837549100,22785556480,22785294336,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8376517Z","2025-11-09 20:58:22.8376517Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7348 <not found>",4336,,," 7348 <not found>",,,,,,,,,,,,,,18446651185677295616,18446651185677266944,140735219981248,0,22782652416,7620,1762721902837651700,22786605056,22786342912,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8397102Z","2025-11-09 20:58:22.8397102Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 7188 Microsoft.ServiceHub.Controller.exe",2924,,," 7188 Microsoft.ServiceHub.Controller.exe",,,,,,,,,,,,,2831958,18446651185681465344,18446651185681436672,140733705034080,0,41644830720,2924,1762721902839710200,41649963008,41649954816,140733705034080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8482974Z","2025-11-09 20:58:22.8482974Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7348 <not found>",1756,,," 7348 <not found>",,,,,,,,,,,,,,18446651185677361152,18446651185677332480,140735210965680,0,22782660608,2036,1762721902848297400,22787653632,22787391488,140735210965680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8485449Z","2025-11-09 20:58:22.8485449Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","    4 System",72,,," 7348 <not found>",,,,,,,,,,,,,,18446651185677713408,18446651185677684736,140735219981248,0,22782668800,5588,1762721902848544900,22788702208,22788440064,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-09 20:58:22.8487941Z","2025-11-09 20:58:22.8487941Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 7348 <not found>",5588,,," 7348 <not found>",,,,,,,,,,,,,,18446651185677426688,18446651185677398016,140735219981248,0,22782676992,8164,1762721902848794100,22789750784,22789488640,140735219981248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
