timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,desiredaccess,linksourcename,linktargetname,returncode,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,featureid,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,channel,eventid,cycletime
"2025-11-02 13:07:43.7540508Z","2025-11-02 13:07:43.7540508Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",5172,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088863754050800,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7541523Z","2025-11-02 13:07:43.7541523Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",5172,,,,,,"C:\Users\Public\Downloads\attack-762.exe",,"0x8002",,,,,,,,1762088863754152300,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,118834,3522166104,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7542716Z","2025-11-02 13:07:43.7542716Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 5912 MsMpEng.exe",5172,,,,,,"C:\Users\Public\Downloads\attack-762.exe","USN Cache","MISS",,,,,,,,1762088863754271600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7544631Z","2025-11-02 13:07:43.7544631Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring  ProcessMonitorFlags"," 5912 MsMpEng.exe",5172,,"11736 attack-762.exe",,,,"C:\Users\Public\Downloads\attack-762.exe",,,,,,,,,,1762088863754463100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134065624637508972,140731983724544,"0x400003FF","0x0","0x44","0x0","0x0","0x0","SyncStart",,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7547184Z","2025-11-02 13:07:43.7547184Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring  BmProcessCreate"," 5912 MsMpEng.exe",15780,"13412 EDRi.exe","11736 attack-762.exe",,,,"C:\Users\Public\Downloads\attack-762.exe",,,,,,,"'C:\Users\Public\Downloads\attack-762.exe' ",,,1762088863754718400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,,,,,,,12288,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7547942Z","2025-11-02 13:07:43.7547942Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",15780,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863754794200,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7550770Z","2025-11-02 13:07:43.7550770Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring  BmProcessContextStart"," 5912 MsMpEng.exe",15780,,"11736 attack-762.exe",,,,,,,,,,,,,,1762088863755077100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Users\Public\Downloads\attack-762.exe",1816028962016,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7554103Z","2025-11-02 13:07:43.7554103Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","13412 EDRi.exe",12200,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863755410300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482469146624,18446737482469122048,140695697049344,0,1089512099840,4516,1089513455616,1089513451520,140695697049344,,,,,,,,,,,,,
"2025-11-02 13:07:43.7567041Z","2025-11-02 13:07:43.7567041Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",15780,,"11736 attack-762.exe",,,,,,,,,,,,"Parent","n/a",1762088863756704100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:43.7573166Z","2025-11-02 13:07:43.7573166Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",12328,,"11736 attack-762.exe",,,,,,,,,,,,"Parent","n/a",1762088863757316600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:43.7577766Z","2025-11-02 13:07:43.7577766Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",12328,,"11736 attack-762.exe",,,,,,,,,,,,"Parent","n/a",1762088863757776600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,
"2025-11-02 13:07:43.7578573Z","2025-11-02 13:07:43.7578573Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  756 csrss.exe",13544,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863757857300,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7578658Z","2025-11-02 13:07:43.7578658Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread","  756 csrss.exe",13544,,,"11736 attack-762.exe",4516,,,,,,,,,,,,1762088863757865800,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7701400Z","2025-11-02 13:07:43.7701400Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 5912 MsMpEng.exe",7972,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Users\Public\Downloads\attack-762.exe",,,,,,1762088863770140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736,true,15156250,,,,,,,,,
"2025-11-02 13:07:43.7701485Z","2025-11-02 13:07:43.7701485Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTask ExpensiveOperationEnd"," 5912 MsMpEng.exe",7972,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Users\Public\Downloads\attack-762.exe",,,,,,1762088863770148500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11736,false,15156250,0,0,,,,,,,
"2025-11-02 13:07:43.7702013Z","2025-11-02 13:07:43.7702013Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",7972,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863770201300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7702298Z","2025-11-02 13:07:43.7702298Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",7972,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863770229800,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7727615Z","2025-11-02 13:07:43.7727615Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",7972,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863772761500,,,,,,,,,,,,,,,,,,,,,,5136,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7753954Z","2025-11-02 13:07:43.7753954Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","11736 attack-762.exe",4516,,,"  892 conhost.exe",,,,,,,,,,,,,1762088863775395400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482468773888,18446737482468749312,140696839702816,0,20548345856,13120,20546584576,20546576384,140696839702816,,,,,,,,,,,,,
"2025-11-02 13:07:43.7762496Z","2025-11-02 13:07:43.7762496Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",15780,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863776249600,,,,,,,,,,,,,,,,,,,,,,5136,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.7982439Z","2025-11-02 13:07:43.7982439Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  892 conhost.exe",14188,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863798243900,,,,,,,,,,,,,,,,,,,,,,33554432,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8262745Z","2025-11-02 13:07:43.8262745Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863826274500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8262943Z","2025-11-02 13:07:43.8262943Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863826294300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8270081Z","2025-11-02 13:07:43.8270081Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863827008100,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8270335Z","2025-11-02 13:07:43.8270335Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863827033500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8275519Z","2025-11-02 13:07:43.8275519Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863827551900,,,,,,,,,,,,,,,,,,,,,,1040,,,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8502033Z","2025-11-02 13:07:43.8502033Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6004,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863850203300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8504760Z","2025-11-02 13:07:43.8504760Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863850476000,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8521617Z","2025-11-02 13:07:43.8521617Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",13388,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863852161700,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8534101Z","2025-11-02 13:07:43.8534101Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",13388,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853410100,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8535054Z","2025-11-02 13:07:43.8535054Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",13388,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853505400,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8535069Z","2025-11-02 13:07:43.8535069Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",8996,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853506900,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8535231Z","2025-11-02 13:07:43.8535231Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",8996,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853523100,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8535516Z","2025-11-02 13:07:43.8535516Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",8996,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853551600,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8537964Z","2025-11-02 13:07:43.8537964Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",13388,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863853796400,,,,,,,,,,,,,,,,,,,,,,1040,,,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8541519Z","2025-11-02 13:07:43.8541519Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863854151900,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8541607Z","2025-11-02 13:07:43.8541607Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863854160700,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8559438Z","2025-11-02 13:07:43.8559438Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",5820,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863855943800,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8559690Z","2025-11-02 13:07:43.8559690Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",5820,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863855969000,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8560185Z","2025-11-02 13:07:43.8560185Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856018500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8560290Z","2025-11-02 13:07:43.8560290Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856029000,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8562856Z","2025-11-02 13:07:43.8562856Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",5820,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856285600,,,,,,,,,,,,,,,,,,,,,,1040,,,3221225506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8562913Z","2025-11-02 13:07:43.8562913Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",9392,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856291300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8564277Z","2025-11-02 13:07:43.8564277Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856427700,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8564359Z","2025-11-02 13:07:43.8564359Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856435900,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8564634Z","2025-11-02 13:07:43.8564634Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",9392,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856463400,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8566855Z","2025-11-02 13:07:43.8566855Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863856685500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8571211Z","2025-11-02 13:07:43.8571211Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  520 svchost.exe",15832,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863857121100,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8574466Z","2025-11-02 13:07:43.8574466Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  520 svchost.exe",15832,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863857446600,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8574953Z","2025-11-02 13:07:43.8574953Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",9392,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863857495300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8586695Z","2025-11-02 13:07:43.8586695Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863858669500,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8598172Z","2025-11-02 13:07:43.8598172Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863859817200,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 13:07:43.8598373Z","2025-11-02 13:07:43.8598373Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5264 explorer.exe",6032,,,"11736 attack-762.exe",,,,,,,,,,,,,1762088863859837300,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
