timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagesize,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 10:28:31.8464260Z","2025-10-27 10:28:31.8464260Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,844151,,,,,,,,,,,1746094868,,,,,,,,,,140737159757824,140737159757824,823296,,,,,,,,,,,,,
"2025-10-27 10:28:31.8466868Z","2025-10-27 10:28:31.8466868Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,4201576,,,,,,,,,,,1981517683,,,,,,,,,,140737125220352,140737125220352,4136960,,,,,,,,,,,,,
"2025-10-27 10:28:31.9171861Z","2025-10-27 10:28:31.9171861Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\apphelp.dll",,,,,,,,,,,685021,,,,,,,,,,,306558241,,,,,,,,,,140737076527104,140737076527104,651264,,,,,,,,,,,,,
"2025-10-27 10:28:31.9237465Z","2025-10-27 10:28:31.9237465Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,806569,,,,,,,,,,,3871129049,,,,,,,,,,140737156415488,140737156415488,737280,,,,,,,,,,,,,
"2025-10-27 10:28:31.9243071Z","2025-10-27 10:28:31.9243071Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,758106,,,,,,,,,,,3198461912,,,,,,,,,,140737152090112,140737152090112,692224,,,,,,,,,,,,,
"2025-10-27 10:28:31.9246625Z","2025-10-27 10:28:31.9246625Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673133780992,18446672673133756416,140737174395840,0,1076014895104,6264,1076016185344,1076016181248,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.9249247Z","2025-10-27 10:28:31.9249247Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,731199,,,,,,,,,,,117823328,,,,,,,,,,140737138589696,140737138589696,679936,,,,,,,,,,,,,
"2025-10-27 10:28:31.9253469Z","2025-10-27 10:28:31.9253469Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,1185784,,,,,,,,,,,3598429018,,,,,,,,,,140737167687680,140737167687680,1146880,,,,,,,,,,,,,
"2025-10-27 10:28:31.9261525Z","2025-10-27 10:28:31.9261525Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,1399211,,,,,,,,,,,1508749768,,,,,,,,,,140737133740032,140737133740032,1355776,,,,,,,,,,,,,
"2025-10-27 10:28:31.9348918Z","2025-10-27 10:28:31.9348918Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",6264,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673133838336,18446672673133813760,140737174395840,0,1076014903296,7164,1076017233920,1076017229824,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.9351650Z","2025-10-27 10:28:31.9351650Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",6264,,,"11456 attack-883.exe",,,"C:\Windows\System32\vcruntime140_1.dll",,,,,,,,,,,57827,,,,,,,,,,,240324076,,,,,,,,,,140735587942400,140735587942400,49152,,,,,,,,,,,,,
"2025-10-27 10:28:31.9352893Z","2025-10-27 10:28:31.9352893Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",7164,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673181200384,18446672673181175808,140737174395840,0,1076014911488,7772,1076018282496,1076018278400,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.9354922Z","2025-10-27 10:28:31.9354922Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",6264,,,"11456 attack-883.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,146072,,,,,,,,,,,254123393,,,,,,,,,,140735588007936,140735588007936,122880,,,,,,,,,,,,,
"2025-10-27 10:28:31.9356284Z","2025-10-27 10:28:31.9356284Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",7164,,,"11456 attack-883.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,146072,,,,,,,,,,,254123393,,,,,,,,,,2378245996544,2378245996544,122880,,,,,,,,,,,,,
"2025-10-27 10:28:31.9356901Z","2025-10-27 10:28:31.9356901Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo ","11456 attack-883.exe",7164,,,"11456 attack-883.exe",,,"C:\Windows\System32\vcruntime140.dll",,,,,,,,,,,146072,,,,,,,,,,,254123393,,,,,,,,,,2378245996544,2378245996544,122880,,,,,,,,,,,,,
"2025-10-27 10:28:31.9357569Z","2025-10-27 10:28:31.9357569Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\msvcp140.dll",,,,,,,,,,,570439,,,,,,,,,,,1564323704,,,,,,,,,,140735587352576,140735587352576,561152,,,,,,,,,,,,,
"2025-10-27 10:28:31.939095100Z","2025-10-27 10:28:31.9391065Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Injector started with PID 11456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:32.3426059Z","2025-10-27 10:28:32.3426059Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3224 MsMpEng.exe",7988,,," 3224 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673134325760,18446672673134301184,140737174395840,247,102066192384,1660,102080446464,102080380928,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:32.3426997Z","2025-10-27 10:28:32.3426997Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3224 MsMpEng.exe",7988,,," 3224 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673134383104,18446672673134358528,140736906824256,247,102066200576,11044,102080970752,102080905216,140736906824256,,,,,,,,,,,,,,,,
"2025-10-27 10:28:32.3429151Z","2025-10-27 10:28:32.3429151Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 3224 MsMpEng.exe",1660,,," 3224 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673134411776,18446672673134387200,140737174395840,0,102066208768,2116,102082019328,102081953792,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:32.3770476Z","2025-10-27 10:28:32.3770476Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3224 MsMpEng.exe",11044,,," 3224 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673134383104,18446672673134358528,140736906824256,247,102066200576,11044,102080970752,102080905216,140736906824256,,,,484120,,,,,,,,,,,,
"2025-10-27 10:28:37.950851900Z","2025-10-27 10:28:37.9508581Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"Before starting subprocess to inject to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9522252Z","2025-10-27 10:28:37.9522252Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\ApiSetHost.AppExecutionAlias.dll",,,,,,,,,,,238465,,,,,,,,,,,417936622,,,,,,,,,,140736220692480,140736220692480,176128,,,,,,,,,,,,,
"2025-10-27 10:28:37.9524249Z","2025-10-27 10:28:37.9524249Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,3695857,,,,,,,,,,,2074935505,,,,,,,,,,140737160609792,140737160609792,3649536,,,,,,,,,,,,,
"2025-10-27 10:28:37.9526741Z","2025-10-27 10:28:37.9526741Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,649125,,,,,,,,,,,1093144332,,,,,,,,,,140737131249664,140737131249664,667648,,,,,,,,,,,,,
"2025-10-27 10:28:37.9529279Z","2025-10-27 10:28:37.9529279Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",7164,,,"11456 attack-883.exe",,,"C:\Windows\System32\profapi.dll",,,,,,,,,,,182967,,,,,,,,,,,2107422311,,,,,,,,,,140737124302848,140737124302848,167936,,,,,,,,,,,,,
"2025-10-27 10:28:37.9545149Z","2025-10-27 10:28:37.9545149Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\windows.storage.dll",,,,,,,,,,,8887203,,,,,,,,,,,798214261,,,,,,,,,,140737088061440,140737088061440,8769536,,,,,,,,,,,,,
"2025-10-27 10:28:37.9557968Z","2025-10-27 10:28:37.9557968Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,1021917,,,,,,,,,,,2963687667,,,,,,,,,,140737166639104,140737166639104,991232,,,,,,,,,,,,,
"2025-10-27 10:28:37.9566323Z","2025-10-27 10:28:37.9566323Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,465416,,,,,,,,,,,960017527,,,,,,,,,,140737164279808,140737164279808,401408,,,,,,,,,,,,,
"2025-10-27 10:28:37.9585163Z","2025-10-27 10:28:37.9585163Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673173012480,18446672673172987904,140737174395840,0,1076014919680,3784,1076019331072,1076019326976,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9587217Z","2025-10-27 10:28:37.9587217Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",3784,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673181028352,18446672673181003776,140737174395840,0,1076014927872,7500,1076020379648,1076020375552,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9679103Z","2025-10-27 10:28:37.9679103Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,177968,,,,,,,,,,,3162933716,,,,,,,,,,140737106149376,140737106149376,110592,,,,,,,,,,,,,
"2025-10-27 10:28:37.9685427Z","2025-10-27 10:28:37.9685427Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\daxexec.dll",,,,,,,,,,,1162516,,,,,,,,,,,2190381932,,,,,,,,,,140736761495552,140736761495552,1146880,,,,,,,,,,,,,
"2025-10-27 10:28:37.9687529Z","2025-10-27 10:28:37.9687529Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,902937,,,,,,,,,,,3898092977,,,,,,,,,,140737139310592,140737139310592,880640,,,,,,,,,,,,,
"2025-10-27 10:28:37.9689446Z","2025-10-27 10:28:37.9689446Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",7772,,,"11456 attack-883.exe",,,"C:\Windows\System32\container.dll",,,,,,,,,,,342070,,,,,,,,,,,3129326832,,,,,,,,,,140736760971264,140736760971264,307200,,,,,,,,,,,,,
"2025-10-27 10:28:37.9705093Z","2025-10-27 10:28:37.9705093Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,655169,,,,,,,,,,,3977788271,,,,,,,,,,140737137410048,140737137410048,622592,,,,,,,,,,,,,
"2025-10-27 10:28:37.9714211Z","2025-10-27 10:28:37.9714211Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,773618,,,,,,,,,,,4119808238,,,,,,,,,,140737165524992,140737165524992,724992,,,,,,,,,,,,,
"2025-10-27 10:28:37.9740104Z","2025-10-27 10:28:37.9740104Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136222208,18446672673136197632,140737161841328,0,1076014936064,3200,1076021428224,1076021420032,140737161841328,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9757325Z","2025-10-27 10:28:37.9757325Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,829180,,,,,,,,,,,4281556410,,,,,,,,,,140736810647552,140736810647552,802816,,,,,,,,,,,,,
"2025-10-27 10:28:37.9783443Z","2025-10-27 10:28:37.9783443Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,453941,,,,,,,,,,,48412803,,,,,,,,,,140736820084736,140736820084736,438272,,,,,,,,,,,,,
"2025-10-27 10:28:37.9791945Z","2025-10-27 10:28:37.9791945Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,333822,,,,,,,,,,,994200046,,,,,,,,,,140736949256192,140736949256192,290816,,,,,,,,,,,,,
"2025-10-27 10:28:37.9797850Z","2025-10-27 10:28:37.9797850Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,121295,,,,,,,,,,,2998121198,,,,,,,,,,140736985432064,140736985432064,106496,,,,,,,,,,,,,
"2025-10-27 10:28:37.9810531Z","2025-10-27 10:28:37.9810531Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\capauthz.dll",,,,,,,,,,,396500,,,,,,,,,,,1605668267,,,,,,,,,,140736765886464,140736765886464,380928,,,,,,,,,,,,,
"2025-10-27 10:28:37.9829025Z","2025-10-27 10:28:37.9829025Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo ","11456 attack-883.exe",4404,,,"11456 attack-883.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,286201,,,,,,,,,,,2803059627,,,,,,,,,,140737107329024,140737107329024,221184,,,,,,,,,,,,,
"2025-10-27 10:28:37.9864627Z","2025-10-27 10:28:37.9864627Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart ","11456 attack-883.exe",4404,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,134060345179863984,3,2797727,"0x","Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe","App",11456,4029,4032,2,1,0,1,1754496986,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9883520Z","2025-10-27 10:28:37.9883520Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11456 attack-883.exe",4404,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136308224,18446672673136283648,140695571248912,0,890838528000,12280,890839760896,890839756800,140695571248912,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.995091800Z","2025-10-27 10:28:37.9950949Z","myETW","Attack-Provider",1337,"Attack-Provider","11456 attack-883.exe",,,,,,"After starting subprocess with PID 7248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9951915Z","2025-10-27 10:28:37.9951915Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,,,2797727,,,,,,,,,,,1754496986,,,,,,,,,,140695570022400,140695570022400,2748416,,,,,,,,,,,,,
"2025-10-27 10:28:37.9952645Z","2025-10-27 10:28:37.9952645Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,2538757,,,,,,,,,,,592187216,,,,,,,,,,140737173913600,140737173913600,2523136,,,,,,,,,,,,,
"2025-10-27 10:28:37.9967242Z","2025-10-27 10:28:37.9967242Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,844151,,,,,,,,,,,1746094868,,,,,,,,,,140737159757824,140737159757824,823296,,,,,,,,,,,,,
"2025-10-27 10:28:37.9969073Z","2025-10-27 10:28:37.9969073Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,4201576,,,,,,,,,,,1981517683,,,,,,,,,,140737125220352,140737125220352,4136960,,,,,,,,,,,,,
"2025-10-27 10:28:37.9986833Z","2025-10-27 10:28:37.9986833Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136422912,18446672673136398336,140737174395840,0,890838536192,9428,890840809472,890840805376,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9987762Z","2025-10-27 10:28:37.9987762Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\user32.dll",,,,,,,,,,,1879241,,,,,,,,,,,560336548,,,,,,,,,,140737153073152,140737153073152,1855488,,,,,,,,,,,,,
"2025-10-27 10:28:37.9990916Z","2025-10-27 10:28:37.9990916Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.652.1806.0_x64__8wekyb3d8bbwe\Microsoft.UI.Windowing.Core.dll",,,,,,,,,,,548416,,,,,,,,,,,2757406773,,,,,,,,,,140736800030720,140736800030720,532480,,,,,,,,,,,,,
"2025-10-27 10:28:37.9991049Z","2025-10-27 10:28:37.9991049Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,189889,,,,,,,,,,,3893946825,,,,,,,,,,140737131970560,140737131970560,159744,,,,,,,,,,,,,
"2025-10-27 10:28:37.9993522Z","2025-10-27 10:28:37.9993522Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446672673136480256,18446672673136455680,140737174395840,0,890838544384,6428,890841858048,890841853952,140737174395840,,,,,,,,,,,,,,,,
"2025-10-27 10:28:37.9995274Z","2025-10-27 10:28:37.9995274Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,,224859,,,,,,,,,,,234412959,,,,,,,,,,140737165262848,140737165262848,176128,,,,,,,,,,,,,
"2025-10-27 10:28:37.9995727Z","2025-10-27 10:28:37.9995727Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,1399211,,,,,,,,,,,1508749768,,,,,,,,,,140737133740032,140737133740032,1355776,,,,,,,,,,,,,
"2025-10-27 10:28:37.9999380Z","2025-10-27 10:28:37.9999380Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",12280,,," 7248 Notepad.exe",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,1265787,,,,,,,,,,,1728895390,,,,,,,,,,140737129414656,140737129414656,1232896,,,,,,,,,,,,,
"2025-10-27 10:28:38.0000213Z","2025-10-27 10:28:38.0000213Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 7248 Notepad.exe",9428,,," 7248 Notepad.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,3695857,,,,,,,,,,,2074935505,,,,,,,,,,140737160609792,140737160609792,3649536,,,,,,,,,,,,,
