timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,desiredaccess,linksourcename,linktargetname,returncode,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,featureid,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,fullregionsize,lastprotectionmask,targetaddress,channel,eventid,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,featuretype,keypath,newvalue,oldvalue,usermode,valuename
"2025-11-02 11:58:30.7720993Z","2025-11-02 11:58:30.7720993Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 5912 MsMpEng.exe",14136,,,,,"C:\Users\Public\Downloads\attack-911.exe is NOT trusted. Checking Trust? 1",,,,,,,,,,,1762084710772099300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:30.7721010Z","2025-11-02 11:58:30.7721010Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 5912 MsMpEng.exe",14136,,,,,"IsSignedFile failed on C:\Users\Public\Downloads\attack-911.exe (CheckTrust=1)",,,,,,,,,,,1762084710772101000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:30.8120184Z","2025-11-02 11:58:30.8120184Z","ETW","Microsoft-Windows-Kernel-Network",12,"KERNEL_NETWORK_TASK_TCPIP Connection attempted. ","    0 [System Process]",0,," 5912 MsMpEng.exe",,,,,,,,,,,,,,1762084710812018400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1373762122,47873,1460,65535,0,0,251789322,0,0,0,52965,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:31.2423709Z","2025-11-02 11:58:31.2423709Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 5912 MsMpEng.exe",14136,,,,,,"C:\ProgramData\Microsoft\Windows Defender\Scans\History\Store\8972C76B3A116F78C4D2380C06B10F27",,,,,,,,,,1762084711242370900,0,33685600,18446605549031719776,18446605548644682504,14136,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:31.2424098Z","2025-11-02 11:58:31.2424098Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 5912 MsMpEng.exe",14136,,,,,,"C:\ProgramData\Microsoft\Windows Defender\Scans\History\Store\8972C76B3A116F78C4D2380C06B10F27",,,,,,,,,,1762084711242409800,,,,,,,18446704557756666240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:31.719436500Z","2025-11-02 11:58:31.7194511Z","myETW","EDRi-Provider",4242,"EDRi-Event","14856 EDRi.exe",,,,,,"Before starting the attack exe",,,,,,,,,,,1762084711719451100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.2489807Z","2025-11-02 11:58:32.2489807Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 5912 MsMpEng.exe",10276,,,,,,"C:\ProgramData\Microsoft\Windows Defender\Scans\History\Service\DetectionHistory\09\54ED33B9-DFEC-4737-85B9-29A8ECD74177",,,,,,,,,,1762084712248980700,0,84017248,18446605549023845664,18446605548985755816,10276,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8418421Z","2025-11-02 11:58:32.8418421Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start ","14856 EDRi.exe",10216,,,"11896 attack-911.exe",,,"C:\Users\Public\Downloads\attack-911.exe",,,,,,,,,,1762084712841842100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134065583128417621,0,0,"0x","","",14856,10384,10389,2,1,0,1,1761550891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8423357Z","2025-11-02 11:58:32.8423357Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 5912 MsMpEng.exe",14136,,," 5912 MsMpEng.exe",,,,,,,,,,,,,1762084712842335700,,,,,,,,12288,1814320054272,134064706181846822,5912,49,7,55,18295873486198557,134064706233149182,14136,134064706181846822,5912,49,7,55,18295873486198557,"RWX",315392,134064706181846822,49,7,55,18295873486198557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8449671Z","2025-11-02 11:58:32.8449671Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",14136,,,,,,"C:\Users\Public\Downloads\attack-911.exe",,"0x8002",,,,,,,,1762084712844967100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,116513,3519553304,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8450664Z","2025-11-02 11:58:32.8450664Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",14136,,,,,,"C:\Users\Public\Downloads\attack-911.exe",,"0x8002",,,,,,,,1762084712845066400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,116513,3519553304,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8451447Z","2025-11-02 11:58:32.8451447Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 5912 MsMpEng.exe",14136,,,,,,"C:\Users\Public\Downloads\attack-911.exe",,"0x8002",,,,,,,,1762084712845144700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,116513,3519553304,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8452758Z","2025-11-02 11:58:32.8452758Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 5912 MsMpEng.exe",14136,,,,,,"C:\Users\Public\Downloads\attack-911.exe","USN Cache","MISS",,,,,,,,1762084712845275800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8454948Z","2025-11-02 11:58:32.8454948Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",14136,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712845494800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8455027Z","2025-11-02 11:58:32.8455027Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring  ProcessMonitorFlags"," 5912 MsMpEng.exe",14136,,"11896 attack-911.exe",,,,"C:\Users\Public\Downloads\attack-911.exe",,,,,,,,,,1762084712845502700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x400003FF",,,,,,,,,,,,,,,,,,,134065583128417621,140731983724544,"0x0","0x44","0x0","0x0","0x0","SyncStart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8457504Z","2025-11-02 11:58:32.8457504Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring  BmProcessCreate"," 5912 MsMpEng.exe",6132,"14856 EDRi.exe","11896 attack-911.exe",,,,"C:\Users\Public\Downloads\attack-911.exe",,,,,,,"'C:\Users\Public\Downloads\attack-911.exe' ",,,1762084712845750400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,12288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8457808Z","2025-11-02 11:58:32.8457808Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5912 MsMpEng.exe",6132,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712845780800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8459580Z","2025-11-02 11:58:32.8459580Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring  BmProcessContextStart"," 5912 MsMpEng.exe",6132,,"11896 attack-911.exe",,,,,,,,,,,,,,1762084712845958000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Users\Public\Downloads\attack-911.exe",1815004147936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8464300Z","2025-11-02 11:58:32.8464300Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start ","14856 EDRi.exe",10216,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712846430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446737482484170752,18446737482484146176,140696094656256,0,192760418304,8848,192762871808,192762867712,140696094656256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8479605Z","2025-11-02 11:58:32.8479605Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",6132,,"11896 attack-911.exe",,,,,,,,,,,,"Parent","n/a",1762084712847960500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8485096Z","2025-11-02 11:58:32.8485096Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",12244,,"11896 attack-911.exe",,,,,,,,,,,,"Parent","n/a",1762084712848509600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8488290Z","2025-11-02 11:58:32.8488290Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 5912 MsMpEng.exe",12244,,"11896 attack-911.exe",,,,,,,,,,,,"Parent","n/a",1762084712848829000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8514097Z","2025-11-02 11:58:32.8514097Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  756 csrss.exe",772,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712851409700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8514267Z","2025-11-02 11:58:32.8514267Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread","  756 csrss.exe",772,,,"11896 attack-911.exe",8848,,,,,,,,,,,,1762084712851426700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8514484Z","2025-11-02 11:58:32.8514484Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  756 csrss.exe",772,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712851448400,,,,,,,,,192760414984,134063874062803362,756,97,12,62,18295873486192649,134063874062818409,772,,,,,,,,,134065583128417621,0,0,0,18295873486203029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,192759726080,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8525614Z","2025-11-02 11:58:32.8525614Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  756 csrss.exe",772,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712852561400,,,,,,,,,192760414968,134063874062803362,756,97,12,62,18295873486192649,134063874062818409,772,,,,,,,,,134065583128417621,0,0,0,18295873486203029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,192759726080,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8526262Z","2025-11-02 11:58:32.8526262Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","14856 EDRi.exe",10216,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712852626200,,,,,,,,,1665672871936,134065582624009722,14856,49,0,0,18295873486203024,134065583127387397,10216,,,,,,,,,134065583128417621,0,0,0,18295873486203029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,0,1665672871936,4,8192,"",0,8192,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8526306Z","2025-11-02 11:58:32.8526306Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","14856 EDRi.exe",10216,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712852630600,,,,,,,,,192760414936,134065582624009722,14856,49,0,0,18295873486203024,134065583127387397,10216,,,,,,,,,134065583128417621,0,0,0,18295873486203029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,192759726080,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8702989Z","2025-11-02 11:58:32.8702989Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",16,"KERNEL_THREATINT_TASK_SUSPENDRESUME_THREAD ","14856 EDRi.exe",10216,,,"11896 attack-911.exe",,,,,,,,,,,,,1762084712870298900,,,,,,,,,,134065582624009722,14856,49,0,0,18295873486203024,134065583127387397,10216,,,,,,,,,134065583128417621,0,0,0,18295873486203029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,134065583128417682,8848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-02 11:58:32.8706740Z","2025-11-02 11:58:32.8706740Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 5912 MsMpEng.exe",6132,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Users\Public\Downloads\attack-911.exe",,,,,,1762084712870674000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11896,true,2656250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
