timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,desiredaccess,linksourcename,linktargetname,returncode,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,classification,eventtype,fileid,fileusn,info,scansource,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,accessmask,washardened,featureid,targetthreadcreatetime,targetthreadid,data,startstop,threadtime,deltacpu,deltawall,startqpc,channel,eventid,fullregionsize,lastprotectionmask,targetaddress,id,process,reason,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-11-17 16:49:33.0262885Z","2025-11-17 16:49:33.0262885Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 3252 MsMpEng.exe",8644,,,,,"subtype=Lowfi, sigseq=0x00000555D4FB9C24, sigsha=68b7f163c37677d744a8a0d9772ac4a9d45a20b1, signame=#Lowfi:Lua:WrittenToDownloadFolderByOtherParentProcess, cached=false, source=5, resourceid=0x747aea0e, resource='C:\Users\Public\Downloads\attack-237.exe'",,,,,,,,,,,1763398173026288500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:33.0475851Z","2025-11-17 16:49:33.0475851Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 3252 MsMpEng.exe",8644,,,,,"C:\Users\Public\Downloads\attack-237.exe is NOT trusted. Checking Trust? 1",,,,,,,,,,,1763398173047585100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:33.0475864Z","2025-11-17 16:49:33.0475864Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 3252 MsMpEng.exe",8644,,,,,"IsSignedFile failed on C:\Users\Public\Downloads\attack-237.exe (CheckTrust=1)",,,,,,,,,,,1763398173047586400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:33.0731774Z","2025-11-17 16:49:33.0731774Z","ETW","Microsoft-Windows-Kernel-Network",12,"KERNEL_NETWORK_TASK_TCPIP Connection attempted. ","    0 [System Process]",0,," 3252 MsMpEng.exe",,,,,,,,,,,,,,1763398173073177400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1227354698,47873,1460,65535,0,0,251789322,0,0,0,60412,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:33.7140037Z","2025-11-17 16:49:33.7140037Z","ETW","Microsoft-Windows-Kernel-File",30,"CreateNewFile Info "," 3252 MsMpEng.exe",8644,,,,,,"C:\ProgramData\Microsoft\Windows Defender\Scans\History\Store\F241DF7AA970B20D3071DFA9AD545361",,,,,,,,,,1763398173714003700,0,33685600,18446716653741267744,18446716653655699704,8644,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:33.7140166Z","2025-11-17 16:49:33.7140166Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info "," 3252 MsMpEng.exe",8644,,,,,,"C:\ProgramData\Microsoft\Windows Defender\Scans\History\Store\F241DF7AA970B20D3071DFA9AD545361",,,,,,,,,,1763398173714016700,,,,,,,18446620978507547008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:46.807786200Z","2025-11-17 16:49:47.5541321Z","myETW","EDRi-Provider",4242,"EDRiTask","11668 EDRi.exe",,,,,,"After starting the attack exe",,,,,,,,,,,1763398187554132100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.029757500Z","2025-11-17 16:49:47.7579622Z","myETW","Attack-Provider",1337,"AttackTask","13068 attack-237.exe",,,,,,"Injector started with PID 13068",,,,,,,,,,,1763398187757962200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2252501Z","2025-11-17 16:49:47.2252501Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 5204 explorer.exe",5676,,,"13068 attack-237.exe",,,"C:\Users\Public\Downloads\attack-237.exe",,,,,,,,,,1763398187225250100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134078717864495715,0,0,"0x","","",5204,109,6291,3,0,0,1,1763398081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2255996Z","2025-11-17 16:49:47.2255996Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 3252 MsMpEng.exe",8644,,," 3252 MsMpEng.exe",,,,,,,,,,,,,1763398187225599600,,,,,,,,12288,1997639974912,134078553100637255,3252,49,7,55,20829148276588616,134078553205926677,8644,134078553100637255,3252,49,7,55,20829148276588616,"RWX",315392,134078553100637255,49,7,55,20829148276588616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2282326Z","2025-11-17 16:49:47.2282326Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 5204 explorer.exe",5676,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187228232600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446695746078334976,18446695746078310400,140700618872208,0,915647311872,1952,915645464576,915645460480,140700618872208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2290835Z","2025-11-17 16:49:47.2290835Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  760 csrss.exe",748,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187229083500,,,,,,,,,915647308552,134078553086067182,760,97,12,62,20829148276588553,134078555731673773,748,,,,,,,,,134078717864495715,0,0,0,20829148276594835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,915645923328,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2295675Z","2025-11-17 16:49:47.2295675Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  760 csrss.exe",748,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187229567500,,,,,,,,,915647308536,134078553086067182,760,97,12,62,20829148276588553,134078555731673773,748,,,,,,,,,134078717864495715,0,0,0,20829148276594835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,915645923328,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2301965Z","2025-11-17 16:49:47.2301965Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 5204 explorer.exe",5676,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187230196500,,,,,,,,,2945389101056,134078553125895170,5204,0,0,0,20829148276588653,134078717863971281,5676,,,,,,,,,134078717864495715,0,0,0,20829148276594835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,0,2945389101056,4,8192,"",0,8192,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2302069Z","2025-11-17 16:49:47.2302069Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 5204 explorer.exe",5676,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187230206900,,,,,,,,,915647308504,134078553125895170,5204,0,0,0,20829148276588653,134078717863971281,5676,,,,,,,,,134078717864495715,0,0,0,20829148276594835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,915645923328,4,12288,"",0,2097152,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2545631Z","2025-11-17 16:49:47.2545631Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3252 MsMpEng.exe",8644,,,,,,"C:\Users\Public\Downloads\attack-237.exe",,"0x8002",,,,,,,,1763398187254563100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,80524,3894502632,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2546266Z","2025-11-17 16:49:47.2546266Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3252 MsMpEng.exe",8644,,,,,,"C:\Users\Public\Downloads\attack-237.exe",,"0x8002",,,,,,,,1763398187254626600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,80524,3894502632,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2546839Z","2025-11-17 16:49:47.2546839Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3252 MsMpEng.exe",8644,,,,,,"C:\Users\Public\Downloads\attack-237.exe",,"0x8002",,,,,,,,1763398187254683900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,80524,3894502632,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2547316Z","2025-11-17 16:49:47.2547316Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 3252 MsMpEng.exe",8644,,,,,,"C:\Users\Public\Downloads\attack-237.exe","USN Cache","MISS",,,,,,,,1763398187254731600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2548594Z","2025-11-17 16:49:47.2548594Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3252 MsMpEng.exe",8644,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187254859400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2548730Z","2025-11-17 16:49:47.2548730Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring  ProcessMonitorFlags"," 3252 MsMpEng.exe",8644,,"13068 attack-237.exe",,,,"C:\Users\Public\Downloads\attack-237.exe",,,,,,,,,,1763398187254873000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0x400003FF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134078717864495715,140720444473344,"0x0","0x44","0x0","0x0","0x0","SyncStart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2550535Z","2025-11-17 16:49:47.2550535Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring  BmProcessCreate"," 3252 MsMpEng.exe",12116," 5204 explorer.exe","13068 attack-237.exe",,,,"C:\Users\Public\Downloads\attack-237.exe",,,,,,,"'C:\Users\Public\Downloads\attack-237.exe' ",,,1763398187255053500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2551137Z","2025-11-17 16:49:47.2551137Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3252 MsMpEng.exe",12116,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187255113700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2552954Z","2025-11-17 16:49:47.2552954Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring  BmProcessContextStart"," 3252 MsMpEng.exe",12116,,"13068 attack-237.exe",,,,,,,,,,,,,,1763398187255295400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Users\Public\Downloads\attack-237.exe",1997648616672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2554843Z","2025-11-17 16:49:47.2554843Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring  BmOpenProcess"," 3252 MsMpEng.exe",8480,," 5204 explorer.exe","13068 attack-237.exe",,,,,,,,,,,,,1763398187255484300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2558084Z","2025-11-17 16:49:47.2558084Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 3252 MsMpEng.exe",12116,,"13068 attack-237.exe",,,,,,,,,,,,"Parent","n/a",1763398187255808400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2562154Z","2025-11-17 16:49:47.2562154Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  760 csrss.exe",748,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187256215400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2562233Z","2025-11-17 16:49:47.2562233Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread","  760 csrss.exe",748,,,"13068 attack-237.exe",1952,,,,,,,,,,,,1763398187256223300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2585804Z","2025-11-17 16:49:47.2585804Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 6248 svchost.exe",4908,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187258580400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2586364Z","2025-11-17 16:49:47.2586364Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring  BmOpenProcess"," 3252 MsMpEng.exe",8480,," 6248 svchost.exe","13068 attack-237.exe",,,,,,,,,,,,,1763398187258636400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-17 16:49:47.2791528Z","2025-11-17 16:49:47.2791528Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 6248 svchost.exe",4908,,,"13068 attack-237.exe",,,,,,,,,,,,,1763398187279152800,,,,,,,,,2945389101056,134078553148436842,6248,0,0,0,20829148276588679,134078716594006332,4908,,,,,,,,,134078717864495715,0,0,0,20829148276594835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544,0,2945389101056,4,8192,"",0,8192,131072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
