"2025-11-20 09:08:50.165164200Z","2025-11-20 09:08:50.2377794Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before starting subprocess to inject to",,,,,,,,,,,1763629730237779400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:50.2389693Z","2025-11-20 09:08:50.2389693Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 2512 attack-163.exe",16564,,,"10912 whoami.exe",,,"C:\Windows\System32\whoami.exe",,,,,,,,,,1763629730238969300,134081033301662105,0,160109,"0x","","",2512,8083,8087,3,0,0,1,3602411345,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:50.2432178Z","2025-11-20 09:08:50.2432178Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",16564,,,"10912 whoami.exe",,,,,,,,,,,,,1763629730243217800,,,,,,,,,,,,,,,18446633083998117888,18446633083998093312,140702344617136,0,988116525056,16148,988114780160,988114771968,140702344617136,,,,,,,,,,,,,
"2025-11-20 09:08:50.174699200Z","2025-11-20 09:08:50.2473143Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After starting subprocess with PID 10912",,,,,,,,,,,1763629730247314300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:51.076214600Z","2025-11-20 09:08:51.2234098Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before opening process handle",,,,,,,,,,,1763629731223409800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:51.076433300Z","2025-11-20 09:08:51.2236497Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After opening process handle",,,,,,,,,,,1763629731223649700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:51.965410400Z","2025-11-20 09:08:52.2114060Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before allocating memory for shellcode",,,,,,,,,,,1763629732211406000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:51.965638100Z","2025-11-20 09:08:52.2116552Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After allocating memory for shellcode at 00000242C6340000",,,,,,,,,,,1763629732211655200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:52.840418000Z","2025-11-20 09:08:53.1836347Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before writing shellcode to process",,,,,,,,,,,1763629733183634800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:52.840699200Z","2025-11-20 09:08:53.1839457Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After writing shellcode to process at 00000242C6340000",,,,,,,,,,,1763629733183945700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:53.716766600Z","2025-11-20 09:08:54.1573707Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,1763629734157370700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:53.717107100Z","2025-11-20 09:08:54.1577303Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,1763629734157730300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:54.591132200Z","2025-11-20 09:08:55.1288792Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before reading memory to verify write",,,,,,,,,,,1763629735128879200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:54.591482000Z","2025-11-20 09:08:55.1292590Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Before creating remote thread",,,,,,,,,,,1763629735129259100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:55.1295696Z","2025-11-20 09:08:55.1295696Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 2512 attack-163.exe",16564,,,"10912 whoami.exe",,,,,,,,,,,,,1763629735129569600,,,,,,,,,,,,,,,18446633084060758016,18446633084060733440,2485816393728,0,988116533248,5556,988117729280,988117721088,2485816393728,,,,,,,,,,,,,
"2025-11-20 09:08:54.591782900Z","2025-11-20 09:08:55.1295927Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"After creating remote thread",,,,,,,,,,,1763629735129592700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:55.1465302Z","2025-11-20 09:08:55.1465302Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start ","10912 whoami.exe",5556,,,"15768 calc.exe",,,"C:\Windows\System32\calc.exe",,,,,,,,,,1763629735146530200,134081033346069712,0,90741,"0x","","",10912,8087,8088,3,0,0,1,4001445627,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:55.477500600Z","2025-11-20 09:08:56.1137257Z","myETW","Attack-Provider",1337,"AttackTask"," 2512 attack-163.exe",,,,,,"Attack done",,,,,,,,,,,1763629736113725700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-20 09:08:56.1151247Z","2025-11-20 09:08:56.1151247Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2512 attack-163.exe",16564,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629736115124700,,,,,,,,,,,,,,,18446633084067389440,18446633084067364864,140695794960240,0,300388519936,16564,300387663872,300387643392,140695794960240,61396463,,,,,,,,,,,,
"2025-11-20 09:08:56.1151874Z","2025-11-20 09:08:56.1151874Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2512 attack-163.exe",15284,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629736115187400,,,,,,,,,,,,,,,18446633083995877376,18446633083995852800,140712899206080,0,300388536320,15284,300391858176,300391849984,140712899206080,2030092,,,,,,,,,,,,
"2025-11-20 09:08:56.1156404Z","2025-11-20 09:08:56.1156404Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2512 attack-163.exe",1648,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629736115640400,,,,,,,,,,,,,,,18446633083996221440,18446633083996196864,140712899206080,0,300388544512,1648,300392906752,300392902656,140712899206080,196898,,,,,,,,,,,,
"2025-11-20 09:08:56.1156737Z","2025-11-20 09:08:56.1156737Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 2512 attack-163.exe",10092,,," 2512 attack-163.exe",,,,,,,,,,,,,1763629736115673700,,,,,,,,,,,,,,,18446633083995848704,18446633083995824128,140712899206080,0,300388528128,10092,300390809600,300390801408,140712899206080,2384660,,,,,,,,,,,,
"2025-11-20 09:08:56.1160432Z","2025-11-20 09:08:56.1160432Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStop Stop "," 2512 attack-163.exe",10092,,," 2512 attack-163.exe",,,"attack-163.exe",,,,,,,,,,1763629736116043200,134081033286987718,,,,,,,,8083,,,,,,,,,,,,,,,,950272,950272,69640926,0,134081033354793841,52,9,0,0,3,48,0
"2025-11-20 09:08:56.9956786Z","2025-11-20 09:08:56.9956786Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStop Stop ","10912 whoami.exe",16148,,,"10912 whoami.exe",,,"whoami.exe",,,,,,,,,,1763629736995678600,134081033301662105,,,,,,,,8087,,,,,,,,,,,,,,,,1228800,1273856,68130626,3221225477,134081033362709546,83,0,0,0,3,0,0
