timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 18:41:07.099144200Z","2025-10-27 18:41:07.0991445Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.099554500Z","2025-10-27 18:41:07.0995564Z","myETW","EDRi-Provider",4242,"EDRi-Event"," 8436 EDRi.exe",,,,,,"After starting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102288400Z","2025-10-27 18:41:07.1022901Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102308900Z","2025-10-27 18:41:07.1023102Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00000077f05d3010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102315400Z","2025-10-27 18:41:07.1023158Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00000077f05d3018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102353700Z","2025-10-27 18:41:07.1023550Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00007ffc63552920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102357900Z","2025-10-27 18:41:07.1023584Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 136 bytes at 0x000002127f983710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.102368300Z","2025-10-27 18:41:07.1023688Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.105612300Z","2025-10-27 18:41:07.1056144Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.105638700Z","2025-10-27 18:41:07.1056397Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.1975200Z","2025-10-27 18:41:07.1975200Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",1304,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455363792896,18446692455363768320,140721973582784,0,515133759488,9416,515136028672,515136024576,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:07.2025333Z","2025-10-27 18:41:07.2025333Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",9416,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455348310016,18446692455348285440,140721973582784,0,515133767680,5352,515137077248,515137073152,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:07.2028425Z","2025-10-27 18:41:07.2028425Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",5352,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455378669568,18446692455378644992,140721973582784,0,515133775872,8844,515138125824,515138121728,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:07.208063100Z","2025-10-27 18:41:07.2080649Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Injector started with PID 10936",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.596296500Z","2025-10-27 18:41:07.5963695Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.596431100Z","2025-10-27 18:41:07.5964325Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.5976505Z","2025-10-27 18:41:07.5976505Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11444 MsMpEng.exe",9512,,,"11444 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455343054848,18446692455343030272,140721973582784,247,770742296576,5400,770748448768,770748383232,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:07.5977293Z","2025-10-27 18:41:07.5977293Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11444 MsMpEng.exe",9512,,,"11444 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379415040,18446692455379390464,140718787955264,247,770742304768,10228,770756837376,770756771840,140718787955264,,,,,,,,,,,,,
"2025-10-27 18:41:07.5979444Z","2025-10-27 18:41:07.5979444Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","11444 MsMpEng.exe",5400,,,"11444 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379501056,18446692455379476480,140721973582784,0,770742312960,9636,770757361664,770757296128,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:07.599334000Z","2025-10-27 18:41:07.5993357Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599346200Z","2025-10-27 18:41:07.5993468Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00000077f05d3018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599351800Z","2025-10-27 18:41:07.5993522Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00007ffc63552920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599355600Z","2025-10-27 18:41:07.5993560Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f983710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599358800Z","2025-10-27 18:41:07.5993591Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f9834e0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599361000Z","2025-10-27 18:41:07.5993614Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f988480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599363400Z","2025-10-27 18:41:07.5993638Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f988b30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599365700Z","2025-10-27 18:41:07.5993661Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f9887d0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599368200Z","2025-10-27 18:41:07.5993686Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f990750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599370800Z","2025-10-27 18:41:07.5993712Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f990bb0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599373300Z","2025-10-27 18:41:07.5993735Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f98e040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599375700Z","2025-10-27 18:41:07.5993761Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f98e840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599378100Z","2025-10-27 18:41:07.5993784Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f992eb0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599380500Z","2025-10-27 18:41:07.5993808Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f992a10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599382500Z","2025-10-27 18:41:07.5993828Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f992c50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599384600Z","2025-10-27 18:41:07.5993849Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 312 bytes at 0x000002127f9927d0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599399500Z","2025-10-27 18:41:07.5994004Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00000077f05d3018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599402800Z","2025-10-27 18:41:07.5994032Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 8 bytes at 0x00007ffc63552920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.599405300Z","2025-10-27 18:41:07.5994057Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtReadVirtualMemory 136 bytes at 0x000002127f983710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.629854700Z","2025-10-27 18:41:07.6298580Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:07.6302101Z","2025-10-27 18:41:07.6302101Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","11444 MsMpEng.exe",10228,,,"11444 MsMpEng.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379415040,18446692455379390464,140718787955264,247,770742304768,10228,770756837376,770756771840,140718787955264,602680,,,,,,,,,,,,
"2025-10-27 18:41:13.207620700Z","2025-10-27 18:41:13.2076344Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before starting subprocess to inject to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.2168001Z","2025-10-27 18:41:13.2168001Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379558400,18446692455379533824,140721973582784,0,515133784064,9596,515139174400,515139170304,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:13.2170432Z","2025-10-27 18:41:13.2170432Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",9596,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379587072,18446692455379562496,140721973582784,0,515133792256,2528,515140222976,515140218880,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:13.2359906Z","2025-10-27 18:41:13.2359906Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",1304,,,"10936 attack-446.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379759104,18446692455379734528,140721946938032,0,515133800448,10516,515141271552,515141263360,140721946938032,,,,,,,,,,,,,
"2025-10-27 18:41:13.2529344Z","2025-10-27 18:41:13.2529344Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart ","10936 attack-446.exe",1304,,," 1632 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,134060640732528564,3,2797727,"0x","Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe","App",10936,3313,3315,2,1,0,1,1754496986,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.254307700Z","2025-10-27 18:41:13.2543118Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.254320400Z","2025-10-27 18:41:13.2543209Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.254593000Z","2025-10-27 18:41:13.2545952Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.254604500Z","2025-10-27 18:41:13.2546049Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.2552786Z","2025-10-27 18:41:13.2552786Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","10936 attack-446.exe",1304,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379787776,18446692455379763200,140699461924624,0,99629715456,10164,99632545792,99632541696,140699461924624,,,,,,,,,,,,,
"2025-10-27 18:41:13.256042200Z","2025-10-27 18:41:13.2560443Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.256077800Z","2025-10-27 18:41:13.2560787Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,,"10936 attack-446.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.263822800Z","2025-10-27 18:41:13.2638248Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After starting subprocess with PID 1632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.264429900Z","2025-10-27 18:41:13.2644316Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.264446500Z","2025-10-27 18:41:13.2644470Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.265637900Z","2025-10-27 18:41:13.2656401Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtOpenProcess with 0x1410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.265650300Z","2025-10-27 18:41:13.2656508Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 8 bytes at 0x000000173264c010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.265654800Z","2025-10-27 18:41:13.2656552Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtReadVirtualMemory 8 bytes at 0x000000173264c018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.265659000Z","2025-10-27 18:41:13.2656592Z","myETW","Hook-Provider",7007,"EDRHookTask","11444 MsMpEng.exe",,,," 1632 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:13.2816855Z","2025-10-27 18:41:13.2816855Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379931136,18446692455379906560,18446735297775251968,0,0,4556,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:13.2827366Z","2025-10-27 18:41:13.2827366Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455379816448,18446692455379791872,18446735297775251968,0,0,12008,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:13.2837115Z","2025-10-27 18:41:13.2837115Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380647936,18446692455380623360,18446735297775251968,0,0,11780,0,0,18446735297775251968,,,,,,,,,,,,,
"2025-10-27 18:41:13.3042966Z","2025-10-27 18:41:13.3042966Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 1632 Notepad.exe",10164,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380590592,18446692455380566016,140721973582784,0,99629723648,9284,99633594368,99633590272,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:13.3048012Z","2025-10-27 18:41:13.3048012Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 1632 Notepad.exe",10164,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380619264,18446692455380594688,140721973582784,0,99629731840,11300,99634642944,99634638848,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:13.3056550Z","2025-10-27 18:41:13.3056550Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 1632 Notepad.exe",11300,,," 1632 Notepad.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455380533248,18446692455380508672,140721973582784,0,99629740032,10404,99635691520,99635687424,140721973582784,,,,,,,,,,,,,
"2025-10-27 18:41:14.246325000Z","2025-10-27 18:41:14.2463395Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"Before opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:14.247148900Z","2025-10-27 18:41:14.2471511Z","myETW","Attack-Provider",1337,"Attack-Provider","10936 attack-446.exe",,,,,,"After opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 18:41:14.3413899Z","2025-10-27 18:41:14.3413899Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 3112 MpDefenderCoreService.exe",,,,,,,,,,,,,,,,,,,,,,,,,,18446692455365488640,18446692455365464064,140721973582784,0,370627837952,5776,370627444736,370627379200,140721973582784,,,,,,,,,,,,,
