timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 14:16:55.719181200Z","2025-10-27 14:16:55.7191831Z","myETW","EDRi-Provider",4242,"EDRi-Event","10920 EDRi.exe",,,,,,"After starting the attack exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:55.8141016Z","2025-10-27 14:16:55.8141016Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4236,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034650189824,18446605034650165248,140711113874368,0,281927888896,3812,281930629120,281930625024,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:55.8144379Z","2025-10-27 14:16:55.8144379Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4236,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034624991232,18446605034624966656,140711113874368,0,281927897088,7228,281931677696,281931673600,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:55.8150501Z","2025-10-27 14:16:55.8150501Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",3812,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034625597440,18446605034625572864,140711113874368,0,281927905280,3252,281932726272,281932722176,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:55.820548400Z","2025-10-27 14:16:55.8205499Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Injector started with PID 4076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:56.702325200Z","2025-10-27 14:16:56.7023290Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 4076 attack-612.exe",,"NtOpenProcess with 0x101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:16:56.702368700Z","2025-10-27 14:16:56.7023692Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 4076 attack-612.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.828063900Z","2025-10-27 14:17:01.8280676Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before starting subprocess to inject to",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8365847Z","2025-10-27 14:17:01.8365847Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627002368,18446605034626977792,140711113874368,0,281927913472,4596,281933774848,281933770752,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8368407Z","2025-10-27 14:17:01.8368407Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4596,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627207168,18446605034627182592,140711113874368,0,281927921664,4440,281934823424,281934819328,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8542072Z","2025-10-27 14:17:01.8542072Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4236,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627465216,18446605034627440640,140711108659888,0,281927929856,9084,281935872000,281935863808,140711108659888,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8703313Z","2025-10-27 14:17:01.8703313Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart "," 4076 attack-612.exe",4236,,," 8644 Notepad.exe",,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe\Notepad\Notepad.exe",,,,,,,,,,,,,,,,,,,134060482218702693,3,2797727,"0x","Microsoft.WindowsNotepad_11.2507.26.0_x64__8wekyb3d8bbwe","App",4076,651,653,2,1,0,1,1754496986,,,,,,,,,,,,
"2025-10-27 14:17:01.871912400Z","2025-10-27 14:17:01.8719163Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 8644 Notepad.exe",,"NtOpenProcess with 0x600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.871926600Z","2025-10-27 14:17:01.8719268Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 8644 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8727984Z","2025-10-27 14:17:01.8727984Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4236,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034627579904,18446605034627555328,140700759537424,0,1039375794176,9308,1039378939904,1039378935808,140700759537424,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.880616500Z","2025-10-27 14:17:01.8806184Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After starting subprocess with PID 8644",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.881022000Z","2025-10-27 14:17:01.8810239Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 8644 Notepad.exe",,"NtOpenProcess with 0x101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.881037000Z","2025-10-27 14:17:01.8810373Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 8644 Notepad.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8948221Z","2025-10-27 14:17:01.8948221Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628468736,18446605034628444160,18446735310314123776,0,0,9388,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8948924Z","2025-10-27 14:17:01.8948924Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628583424,18446605034628558848,18446735310314123776,0,0,10956,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8953571Z","2025-10-27 14:17:01.8953571Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628698112,18446605034628673536,18446735310314123776,0,0,2992,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8954314Z","2025-10-27 14:17:01.8954314Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628956160,18446605034628931584,18446735310314123776,0,0,2560,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8954935Z","2025-10-27 14:17:01.8954935Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629099520,18446605034629074944,18446735310314123776,0,0,10560,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8957695Z","2025-10-27 14:17:01.8957695Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629218304,18446605034629193728,18446735310314123776,0,0,1232,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8960302Z","2025-10-27 14:17:01.8960302Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629332992,18446605034629308416,18446735310314123776,0,0,6164,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8960985Z","2025-10-27 14:17:01.8960985Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629390336,18446605034629365760,18446735310314123776,0,0,11216,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8961498Z","2025-10-27 14:17:01.8961498Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629447680,18446605034629423104,18446735310314123776,0,0,5032,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8964978Z","2025-10-27 14:17:01.8964978Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034627981312,18446605034627956736,18446735310314123776,0,0,9316,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8965463Z","2025-10-27 14:17:01.8965463Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629591040,18446605034629566464,18446735310314123776,0,0,11092,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8965654Z","2025-10-27 14:17:01.8965654Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628640768,18446605034628616192,18446735310314123776,0,0,9108,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8966148Z","2025-10-27 14:17:01.8966148Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629505024,18446605034629480448,18446735310314123776,0,0,10620,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8966662Z","2025-10-27 14:17:01.8966662Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034627694592,18446605034627670016,18446735310314123776,0,0,6644,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8969302Z","2025-10-27 14:17:01.8969302Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034628268032,18446605034628243456,18446735310314123776,0,0,7028,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.8988271Z","2025-10-27 14:17:01.8988271Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034629791744,18446605034629767168,18446735310314123776,0,0,10904,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.9185313Z","2025-10-27 14:17:01.9185313Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8644 Notepad.exe",9308,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034628067328,18446605034628042752,140711113874368,0,1039375802368,2104,1039379988480,1039379984384,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.9190041Z","2025-10-27 14:17:01.9190041Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8644 Notepad.exe",9308,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034628210688,18446605034628186112,140711113874368,0,1039375810560,7764,1039381037056,1039381032960,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:01.9200206Z","2025-10-27 14:17:01.9200206Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8644 Notepad.exe",2104,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034616422400,18446605034616397824,140711113874368,0,1039375818752,10168,1039382085632,1039382081536,140711113874368,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:02.866181800Z","2025-10-27 14:17:02.8661854Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:02.867467900Z","2025-10-27 14:17:02.8674702Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After opening process handle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:03.841440800Z","2025-10-27 14:17:03.8414453Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before allocating memory for shellcode",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:03.842002000Z","2025-10-27 14:17:03.8420037Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After allocating memory for shellcode, at: 0000027472FE0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:04.814277700Z","2025-10-27 14:17:04.8142813Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before writing shellcode to process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:04.814817900Z","2025-10-27 14:17:04.8148288Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After writing shellcode to process, at: 0000027472FE0000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:05.788592300Z","2025-10-27 14:17:05.7885958Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:05.789109700Z","2025-10-27 14:17:05.7891111Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After changing memory protection to PAGE_EXECUTE_READ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:06.763942800Z","2025-10-27 14:17:06.7639490Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:06.764566600Z","2025-10-27 14:17:06.7645685Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After reading memory to verify write",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.741270400Z","2025-10-27 14:17:07.7412750Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Before creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7418860Z","2025-10-27 14:17:07.7418860Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 4076 attack-612.exe",4236,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034646798336,18446605034646773760,2699168710656,0,1039375826944,10264,1037235650560,1037235646464,2699168710656,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.741919900Z","2025-10-27 14:17:07.7419211Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"After creating remote thread",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7631985Z","2025-10-27 14:17:07.7631985Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034632777728,18446605034632753152,18446735310314123776,0,0,1100,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7632398Z","2025-10-27 14:17:07.7632398Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034632404992,18446605034632380416,18446735310314123776,0,0,6596,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7632868Z","2025-10-27 14:17:07.7632868Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034631831552,18446605034631806976,18446735310314123776,0,0,10392,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7633481Z","2025-10-27 14:17:07.7633481Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",64,,,"    4 System",,,,,,,,,,,,18446605034632978432,18446605034632953856,18446735310314123776,0,0,7352,0,0,18446735310314123776,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7828349Z","2025-10-27 14:17:07.7828349Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 8644 Notepad.exe",10168,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034616422400,18446605034616397824,140711113874368,0,1039375818752,10168,1039382085632,1039382073344,140711113874368,45565420,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7828406Z","2025-10-27 14:17:07.7828406Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 8644 Notepad.exe",7764,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034628210688,18446605034628186112,140711113874368,0,1039375810560,7764,1039381037056,1039381024768,140711113874368,40870520,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7828882Z","2025-10-27 14:17:07.7828882Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 8644 Notepad.exe",2104,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034628067328,18446605034628042752,140711113874368,0,1039375802368,2104,1039379988480,1039379972096,140711113874368,55464800,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:07.7829186Z","2025-10-27 14:17:07.7829186Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 8644 Notepad.exe",9308,,," 8644 Notepad.exe",,,,,,,,,,,,18446605034627579904,18446605034627555328,140700759537424,0,1039375794176,9308,1039378939904,1039378915328,140700759537424,157392200,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.718018000Z","2025-10-27 14:17:08.7180218Z","myETW","Attack-Provider",1337,"Attack-Provider"," 4076 attack-612.exe",,,,,,"Attack done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7187023Z","2025-10-27 14:17:08.7187023Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",4440,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627207168,18446605034627182592,140711113874368,0,281927921664,4440,281934823424,281934815232,140711113874368,318440,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7187224Z","2025-10-27 14:17:08.7187224Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",9084,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627465216,18446605034627440640,140711108659888,0,281927929856,9084,281935872000,281935863808,140711108659888,275500,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7187544Z","2025-10-27 14:17:08.7187544Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",4596,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034627002368,18446605034626977792,140711113874368,0,281927913472,4596,281933774848,281933766656,140711113874368,2496980,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7187816Z","2025-10-27 14:17:08.7187816Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",7228,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034624991232,18446605034624966656,140711113874368,0,281927897088,7228,281931677696,281931665408,140711113874368,10194260,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7187861Z","2025-10-27 14:17:08.7187861Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",3252,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034625597440,18446605034625572864,140711113874368,0,281927905280,3252,281932726272,281932718080,140711113874368,7840540,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.7188053Z","2025-10-27 14:17:08.7188053Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 4076 attack-612.exe",3812,,," 4076 attack-612.exe",,,,,,,,,,,,18446605034650189824,18446605034650165248,140711113874368,0,281927888896,3812,281930629120,281930616832,140711113874368,8250560,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.719426600Z","2025-10-27 14:17:08.7194298Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 4076 attack-612.exe",,"NtOpenProcess with 0x1000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.719449900Z","2025-10-27 14:17:08.7194503Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 4076 attack-612.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 14:17:08.719660400Z","2025-10-27 14:17:08.7196619Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3268 MsMpEng.exe",,,," 4076 attack-612.exe",,"NtOpenProcess with 0x101000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
