timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid
"2025-10-27 11:46:24.492783400Z","2025-10-27 11:46:24.4927836Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d358480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492785200Z","2025-10-27 11:46:24.4927855Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d358b30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492787200Z","2025-10-27 11:46:24.4927876Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d3587d0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492789300Z","2025-10-27 11:46:24.4927897Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d360750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492791900Z","2025-10-27 11:46:24.4927923Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d360bb0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492794700Z","2025-10-27 11:46:24.4927950Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d35e040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492796900Z","2025-10-27 11:46:24.4927973Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d35e840",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492799400Z","2025-10-27 11:46:24.4927998Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d362360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492801700Z","2025-10-27 11:46:24.4928020Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d361b60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492804000Z","2025-10-27 11:46:24.4928042Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d361e00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492805500Z","2025-10-27 11:46:24.4928058Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 312 bytes at 0x000001840d3620a0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492808700Z","2025-10-27 11:46:24.4928091Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 8 bytes at 0x0000003060111018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492811200Z","2025-10-27 11:46:24.4928116Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 8 bytes at 0x00007fffed5f2920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.492813500Z","2025-10-27 11:46:24.4928139Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtReadVirtualMemory 136 bytes at 0x000001840d353710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.523518800Z","2025-10-27 11:46:24.5235220Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3616 MsMpEng.exe",,,,"12668 attack-874.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:24.5238587Z","2025-10-27 11:46:24.5238587Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",2352,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673166839808,18446672673166815232,140734535010880,247,346647330816,2352,346653982720,346653917184,140734535010880,449920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640124Z","2025-10-27 11:46:25.4640124Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",14272,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673138720768,18446672673138696192,140734512119072,247,346646953984,14272,346658177024,346658111488,140734512119072,702620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640125Z","2025-10-27 11:46:25.4640125Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",8976,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673138663424,18446672673138638848,140734512119072,247,346646937600,8976,346657128448,346657062912,140734512119072,810160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640239Z","2025-10-27 11:46:25.4640239Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",11408,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673138864128,18446672673138839552,140734512119072,247,346646945792,11408,346657652736,346657587200,140734512119072,775960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640644Z","2025-10-27 11:46:25.4640644Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",9880,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673145991168,18446672673145966592,140734512119072,247,346646986752,9880,346660274176,346660208640,140734512119072,14749317720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640666Z","2025-10-27 11:46:25.4640666Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",5804,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673164201984,18446672673164177408,140734512119072,247,346646970368,5804,346659225600,346659160064,140734512119072,5981565180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640683Z","2025-10-27 11:46:25.4640683Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",11532,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673134583808,18446672673134559232,140734512119072,247,346646962176,11532,346658701312,346658635776,140734512119072,672600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4640713Z","2025-10-27 11:46:25.4640713Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",11772,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673143951360,18446672673143926784,140734512119072,247,346646978560,11772,346659749888,346659684352,140734512119072,3512035240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4641029Z","2025-10-27 11:46:25.4641029Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",5420,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673145769984,18446672673145745408,140736928990768,247,346646896640,5420,346655555584,346655490048,140736928990768,857660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4641082Z","2025-10-27 11:46:25.4641082Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",13980,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673138606080,18446672673138581504,140734512119072,247,346646994944,13980,346660798464,346660732928,140734512119072,26580404160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4641259Z","2025-10-27 11:46:25.4641259Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",1640,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673145090048,18446672673145065472,140737174395840,0,346646888448,1640,346655031296,346654965760,140737174395840,3989723740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:46:25.4641456Z","2025-10-27 11:46:25.4641456Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3616 MsMpEng.exe",9976,,," 3616 MsMpEng.exe",,,,,,,,,,,,18446672673145712640,18446672673145688064,140737174395840,0,346646880256,9976,346654507008,346654441472,140737174395840,3429540660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
