timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 11:59:03.083720300Z","2025-10-27 11:59:03.0837270Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb6588b30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083730000Z","2025-10-27 11:59:03.0837302Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb65887d0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083731700Z","2025-10-27 11:59:03.0837319Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb6590750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083733400Z","2025-10-27 11:59:03.0837336Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb6590bb0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083734900Z","2025-10-27 11:59:03.0837351Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb658e040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083736400Z","2025-10-27 11:59:03.0837366Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb658e3f0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083737900Z","2025-10-27 11:59:03.0837381Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb6591b20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083739400Z","2025-10-27 11:59:03.0837396Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb658e810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083740800Z","2025-10-27 11:59:03.0837411Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb658eab0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083742400Z","2025-10-27 11:59:03.0837426Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 312 bytes at 0x0000022fb65918c0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083745400Z","2025-10-27 11:59:03.0837459Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 8 bytes at 0x000000753ec98018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083748000Z","2025-10-27 11:59:03.0837484Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 8 bytes at 0x00007fffed5f2920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.083750400Z","2025-10-27 11:59:03.0837507Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtReadVirtualMemory 136 bytes at 0x0000022fb6583710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.116504600Z","2025-10-27 11:59:03.1165074Z","myETW","Hook-Provider",7007,"EDRHookTask"," 3944 MsMpEng.exe",,,," 8156 attack-187.exe",,"NtClose process",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.1168152Z","2025-10-27 11:59:03.1168152Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",6364,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673167421440,18446672673167396864,140734493461056,247,775799889920,6364,775816740864,775816675328,140734493461056,543020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453143Z","2025-10-27 11:59:03.6453143Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",12476,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673138720768,18446672673138696192,140734682905888,247,775799685120,12476,775812022272,775811956736,140734682905888,730360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453144Z","2025-10-27 11:59:03.6453144Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",10928,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673144582144,18446672673144557568,140734682905888,247,775799660544,10928,775810449408,775810383872,140734682905888,763040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453219Z","2025-10-27 11:59:03.6453219Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",11688,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673120419840,18446672673120395264,140734682905888,247,775799676928,11688,775811497984,775811432448,140734682905888,812820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453221Z","2025-10-27 11:59:03.6453221Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",6828,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673145032704,18446672673145008128,140734682905888,247,775799668736,6828,775810973696,775810908160,140734682905888,651700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453597Z","2025-10-27 11:59:03.6453597Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",7148,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673144954880,18446672673144930304,140734682905888,247,775799717888,7148,775814119424,775814053888,140734682905888,29520463020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453619Z","2025-10-27 11:59:03.6453619Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",12028,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673165406208,18446672673165381632,140734682905888,247,775799693312,12028,775812546560,775812481024,140734682905888,10078360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453669Z","2025-10-27 11:59:03.6453669Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",12884,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673144467456,18446672673144442880,140734682905888,247,775799709696,12884,775813595136,775813529600,140734682905888,9261693640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453700Z","2025-10-27 11:59:03.6453700Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",12724,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673107005440,18446672673106980864,140734682905888,247,775799701504,12724,775813070848,775813005312,140734682905888,14237080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6453913Z","2025-10-27 11:59:03.6453913Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",15056,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673168367616,18446672673168343040,140737174395840,0,775799775232,15056,775805730816,775805665280,140737174395840,187540260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 11:59:03.6454072Z","2025-10-27 11:59:03.6454072Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3944 MsMpEng.exe",6340,,," 3944 MsMpEng.exe",,,,,,,,,,,,18446672673109467136,18446672673109442560,140737161841328,247,775799783424,6340,775817789440,775817723904,140737161841328,29996060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
