timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid
"2025-10-27 19:04:48.5247478Z","2025-10-27 19:04:48.5247478Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\uxtheme.dll",,,,,,,,,,,,,,,,,,,140721137123328,140721137123328,709862,696320,3538617358,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247540Z","2025-10-27 19:04:48.5247540Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,140721165172736,140721165172736,177968,110592,3162933716,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247598Z","2025-10-27 19:04:48.5247598Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,,,,,,,,,140721184243712,140721184243712,1265787,1232896,1728895390,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247652Z","2025-10-27 19:04:48.5247652Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,,,,,,,,,140721185488896,140721185488896,655169,622592,3977788271,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247708Z","2025-10-27 19:04:48.5247708Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,140721188503552,140721188503552,649125,667648,1093144332,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247742Z","2025-10-27 19:04:48.5247742Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,140721189224448,140721189224448,1399211,1355776,1508749768,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247776Z","2025-10-27 19:04:48.5247776Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,,,,,,,,,140721191190528,140721191190528,4201576,4136960,1981517683,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247835Z","2025-10-27 19:04:48.5247835Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,,,,,,,,,140721196892160,140721196892160,189889,159744,3893946825,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5247895Z","2025-10-27 19:04:48.5247895Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,140721200168960,140721200168960,731199,679936,117823328,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248003Z","2025-10-27 19:04:48.5248003Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,,,,,,,,,140721200889856,140721200889856,844151,823296,1746094868,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248077Z","2025-10-27 19:04:48.5248077Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,140721209278464,140721209278464,758106,692224,3198461912,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248112Z","2025-10-27 19:04:48.5248112Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,140721209999360,140721209999360,3695857,3649536,2074935505,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248144Z","2025-10-27 19:04:48.5248144Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\user32.dll",,,,,,,,,,,,,,,,,,,140721213997056,140721213997056,1879241,1855488,560336548,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248199Z","2025-10-27 19:04:48.5248199Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,140721218322432,140721218322432,1185784,1146880,3598429018,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248246Z","2025-10-27 19:04:48.5248246Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\clbcatq.dll",,,,,,,,,,,,,,,,,,,140721219502080,140721219502080,773618,724992,4119808238,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248280Z","2025-10-27 19:04:48.5248280Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\imm32.dll",,,,,,,,,,,,,,,,,,,140721230184448,140721230184448,237947,192512,2763417762,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248312Z","2025-10-27 19:04:48.5248312Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,,,,,,,,,,140721230512128,140721230512128,224859,176128,234412959,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248353Z","2025-10-27 19:04:48.5248353Z","ETW","Microsoft-Windows-Kernel-Process",6,"ImageUnloadInfo "," 8956 <not found>",7940,,," 8956 <not found>",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,140721232936960,140721232936960,2538757,2523136,592187216,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5248438Z","2025-10-27 19:04:48.5248438Z","ETW","Microsoft-Windows-Kernel-Process",2,"ProcessStopStop "," 8956 <not found>",7940,,," 8956 <not found>",,,"dllhost.exe",,,,,,,,,,,,,,,,,,,,,,,,1662976,1822720,80951780,134060654842661359,0,134060654880759155,116,2,231,1,4,3,0,0,,,,,,,,,,
"2025-10-27 19:04:48.5323057Z","2025-10-27 19:04:48.5323057Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStartStart "," 8940 EDRi.exe",764,,," 8000 EDRSandblast.exe",,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\tools\EDRSandblast.exe",,,,,,,,,,,,,,,,,,,,,0,,1761564354,,,,134060654880816271,,,,,232,,,,,,0,"0x","","",8940,229,2,1,0,1
"2025-10-27 19:04:48.5346958Z","2025-10-27 19:04:48.5346958Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8940 EDRi.exe",764,,," 8000 EDRSandblast.exe",,,,,,,,,,,,,18446604502424526848,18446604502424502272,140695593804944,0,870664192000,1116,870667255808,870667251712,140695593804944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5373997Z","2025-10-27 19:04:48.5373997Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\tools\EDRSandblast.exe",,,,,,,,,,,,,,,,,,,140695593746432,140695593746432,0,393216,1761564354,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5374216Z","2025-10-27 19:04:48.5374216Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\ntdll.dll",,,,,,,,,,,,,,,,,,,140721232936960,140721232936960,2538757,2523136,592187216,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5792206Z","2025-10-27 19:04:48.5792206Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\kernel32.dll",,,,,,,,,,,,,,,,,,,140721200889856,140721200889856,844151,823296,1746094868,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5793840Z","2025-10-27 19:04:48.5793840Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\KernelBase.dll",,,,,,,,,,,,,,,,,,,140721191190528,140721191190528,4201576,4136960,1981517683,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5812184Z","2025-10-27 19:04:48.5812184Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,,,,,,,,,,,18446604502424899584,18446604502424875008,140721233419200,0,870664200192,4020,870668304384,870668300288,140721233419200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5812964Z","2025-10-27 19:04:48.5812964Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\shlwapi.dll",,,,,,,,,,,,,,,,,,,140721215897600,140721215897600,465416,401408,960017527,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5813215Z","2025-10-27 19:04:48.5813215Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8000 EDRSandblast.exe",4020,,," 8000 EDRSandblast.exe",,,,,,,,,,,,,18446604502407688192,18446604502407663616,140721233419200,0,870664208384,8728,870669352960,870669348864,140721233419200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5814387Z","2025-10-27 19:04:48.5814387Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 8000 EDRSandblast.exe",8728,,," 8000 EDRSandblast.exe",,,,,,,,,,,,,18446604502427025408,18446604502427000832,140721233419200,0,870664216576,4048,870670401536,870670397440,140721233419200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5814617Z","2025-10-27 19:04:48.5814617Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\ucrtbase.dll",,,,,,,,,,,,,,,,,,,140721189224448,140721189224448,1399211,1355776,1508749768,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5816234Z","2025-10-27 19:04:48.5816234Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\advapi32.dll",,,,,,,,,,,,,,,,,,,140721208492032,140721208492032,806569,737280,3871129049,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5818432Z","2025-10-27 19:04:48.5818432Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\msvcrt.dll",,,,,,,,,,,,,,,,,,,140721209278464,140721209278464,758106,692224,3198461912,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5820090Z","2025-10-27 19:04:48.5820090Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\sechost.dll",,,,,,,,,,,,,,,,,,,140721200168960,140721200168960,731199,679936,117823328,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5822694Z","2025-10-27 19:04:48.5822694Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\rpcrt4.dll",,,,,,,,,,,,,,,,,,,140721218322432,140721218322432,1185784,1146880,3598429018,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5824989Z","2025-10-27 19:04:48.5824989Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",4020,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\dbghelp.dll",,,,,,,,,,,,,,,,,,,140721017978880,140721017978880,2282862,2367488,82455296,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5825664Z","2025-10-27 19:04:48.5825664Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\ole32.dll",,,,,,,,,,,,,,,,,,,140721220812800,140721220812800,1710585,1671168,770585389,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5828051Z","2025-10-27 19:04:48.5828051Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",4048,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\winhttp.dll",,,,,,,,,,,,,,,,,,,140721052188672,140721052188672,1242852,1175552,1286250613,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5829038Z","2025-10-27 19:04:48.5829038Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\msvcp_win.dll",,,,,,,,,,,,,,,,,,,140721188503552,140721188503552,649125,667648,1093144332,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5829587Z","2025-10-27 19:04:48.5829587Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",4020,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\combase.dll",,,,,,,,,,,,,,,,,,,140721209999360,140721209999360,3695857,3649536,2074935505,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5832243Z","2025-10-27 19:04:48.5832243Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\gdi32.dll",,,,,,,,,,,,,,,,,,,140721230512128,140721230512128,224859,176128,234412959,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5832360Z","2025-10-27 19:04:48.5832360Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",4020,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,140721216356352,140721216356352,902937,880640,3898092977,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5834862Z","2025-10-27 19:04:48.5834862Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",8728,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\version.dll",,,,,,,,,,,,,,,,,,,140721085415424,140721085415424,72452,45056,2275202464,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5835129Z","2025-10-27 19:04:48.5835129Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\win32u.dll",,,,,,,,,,,,,,,,,,,140721196892160,140721196892160,189889,159744,3893946825,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5837095Z","2025-10-27 19:04:48.5837095Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\gdi32full.dll",,,,,,,,,,,,,,,,,,,140721184243712,140721184243712,1265787,1232896,1728895390,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5839719Z","2025-10-27 19:04:48.5839719Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\user32.dll",,,,,,,,,,,,,,,,,,,140721213997056,140721213997056,1879241,1855488,560336548,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5841752Z","2025-10-27 19:04:48.5841752Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\crypt32.dll",,,,,,,,,,,,,,,,,,,140721186930688,140721186930688,1534966,1536000,2566642874,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5863036Z","2025-10-27 19:04:48.5863036Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\imm32.dll",,,,,,,,,,,,,,,,,,,140721230184448,140721230184448,237947,192512,2763417762,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5972032Z","2025-10-27 19:04:48.5972032Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\IPHLPAPI.DLL",,,,,,,,,,,,,,,,,,,140721159012352,140721159012352,233387,212992,3944180401,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5975340Z","2025-10-27 19:04:48.5975340Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,,,,,,,,,,140721230446592,140721230446592,99834,40960,2455530400,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 19:04:48.5984068Z","2025-10-27 19:04:48.5984068Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 8000 EDRSandblast.exe",1116,,," 8000 EDRSandblast.exe",,,"C:\Windows\System32\dhcpcsvc6.dll",,,,,,,,,,,,,,,,,,,140721050943488,140721050943488,180304,122880,1276644131,,,,,,,,,,,,,,,,,,,,,,,,
