timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,timedatestamp,classification,eventtype,fileid,fileusn,info,scansource,desiredaccess,returncode,creationtime,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,baseaddress,bytescopied,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,operationstatus,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,featureid,accessmask,washardened,targetthreadcreatetime,targetthreadid,data,startstop,threadtime,deltacpu,deltawall,startqpc,id,process,reason,channel,eventid,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,cycletime,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-11-10 13:49:13.9129632Z","2025-11-10 13:49:13.9129632Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 3320 MsMpEng.exe",4804,,,,,"C:\Users\Public\Downloads\attack-148.exe is NOT trusted. Checking Trust? 1",,,,,,,,,,,1762782553912963200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:13.9129653Z","2025-11-10 13:49:13.9129653Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 3320 MsMpEng.exe",4804,,,,,"IsSignedFile failed on C:\Users\Public\Downloads\attack-148.exe (CheckTrust=1)",,,,,,,,,,,1762782553912965300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:14.834811800Z","2025-11-10 13:49:14.8348159Z","myETW","EDRi-Provider",4242,"EDRi-Event","  396 EDRi.exe",,,,,,"Before starting the attack exe",,,,,,,,,,,1762782554834815900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:19.8673625Z","2025-11-10 13:49:19.8673625Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",596,,,,,,"C:\Windows\System32\SearchProtocolHost.exe::$EA",,,,,,,,,,1762782559867362500,,,,,,,18446714997213674816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:19.9122619Z","2025-11-10 13:49:19.9122619Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",9456,,,,,,"C:\Windows\System32\cryptdll.dll::$EA",,,,,,,,,,1762782559912261900,,,,,,,18446714997171289392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:19.9224479Z","2025-11-10 13:49:19.9224479Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",9456,,,,,,"C:\Windows\System32\SearchFilterHost.exe::$EA",,,,,,,,,,1762782559922447900,,,,,,,18446714997625646352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:19.9693531Z","2025-11-10 13:49:19.9693531Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",596,,,,,,"C:\Windows\System32\mssph.dll::$EA",,,,,,,,,,1762782559969353100,,,,,,,18446714997403527520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0570441Z","2025-11-10 13:49:29.0570441Z","ETW","Microsoft-Windows-Kernel-Process",1,"ProcessStart Start "," 6464 explorer.exe",10688,,," 5776 attack-148.exe",,,"C:\Users\Public\Downloads\attack-148.exe",,,,,,,,,,1762782569057044100,,,,,,,,,,,,,,,,,,,,,,134072561690569627,0,0,"0x","","",6464,138,25594,3,0,1,1761550891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0605970Z","2025-11-10 13:49:29.0605970Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3320 MsMpEng.exe",4804,,,,,,"C:\Users\Public\Downloads\attack-148.exe",,"0x8002",,,,,,,,1762782569060597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,201538,740107608,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0608755Z","2025-11-10 13:49:29.0608755Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3320 MsMpEng.exe",4804,,,,,,"C:\Users\Public\Downloads\attack-148.exe",,"0x8002",,,,,,,,1762782569060875500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,201538,740107608,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0609486Z","2025-11-10 13:49:29.0609486Z","ETW","Microsoft-Antimalware-Engine",36,"Cache  MOACLookup"," 3320 MsMpEng.exe",4804,,,,,,"C:\Users\Public\Downloads\attack-148.exe",,"0x8002",,,,,,,,1762782569060948600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,56,201538,740107608,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0609942Z","2025-11-10 13:49:29.0609942Z","ETW","Microsoft-Antimalware-Engine",38,"Cache  CacheLookup"," 3320 MsMpEng.exe",4804,,,,,,"C:\Users\Public\Downloads\attack-148.exe","USN Cache","MISS",,,,,,,,1762782569060994200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0611563Z","2025-11-10 13:49:29.0611563Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3320 MsMpEng.exe",4804,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569061156300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0611613Z","2025-11-10 13:49:29.0611613Z","ETW","Microsoft-Antimalware-Engine",73,"Behavior Monitoring  ProcessMonitorFlags"," 3320 MsMpEng.exe",4804,," 5776 attack-148.exe",,,,"C:\Users\Public\Downloads\attack-148.exe",,,,,,,,,,1762782569061161300,,,,,,,,,,,,,,,,,,,,,,,"0x400003FF",,,,,,,,,,,,,,,,,,,,134072561690569627,140735979716608,"0x0","0x44","0x0","0x0","0x0","SyncStart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0613814Z","2025-11-10 13:49:29.0613814Z","ETW","Microsoft-Antimalware-Engine",70,"Behavior Monitoring  BmProcessCreate"," 3320 MsMpEng.exe",4040," 6464 explorer.exe"," 5776 attack-148.exe",,,,"C:\Users\Public\Downloads\attack-148.exe",,,,,,,"'C:\Users\Public\Downloads\attack-148.exe' ",,,1762782569061381400,,,,,,,,,,,,,,,,,,,,,,,33554432,,,,,,,,,,,,,,,,,,,,,,,,,,,,8192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0614336Z","2025-11-10 13:49:29.0614336Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3320 MsMpEng.exe",4040,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569061433600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0615734Z","2025-11-10 13:49:29.0615734Z","ETW","Microsoft-Antimalware-Engine",109,"Behavior Monitoring  BmProcessContextStart"," 3320 MsMpEng.exe",4040,," 5776 attack-148.exe",,,,,,,,,,,,,,1762782569061573400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C:\Users\Public\Downloads\attack-148.exe",2916554834048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0616370Z","2025-11-10 13:49:29.0616370Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6464 explorer.exe",10688,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569061637000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18446606103148920832,18446606103148892160,140700261566208,0,1048626872320,2780,1048629477376,1048629473280,140700261566208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0619487Z","2025-11-10 13:49:29.0619487Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess","  576 csrss.exe",3336,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569061948700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0619556Z","2025-11-10 13:49:29.0619556Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"PsOpenThread","  576 csrss.exe",3336,,," 5776 attack-148.exe",2780,,,,,,,,,,,,1762782569061955600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0619720Z","2025-11-10 13:49:29.0619720Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  576 csrss.exe",3336,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569061972000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048626869000,8,134050236760625527,576,97,12,62,5066549580791817,134052939898325539,3336,0,134072561690569627,0,0,0,5066549580817402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0621344Z","2025-11-10 13:49:29.0621344Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM ","  576 csrss.exe",3336,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569062134400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048626868984,8,134050236760625527,576,97,12,62,5066549580791817,134052939898325539,3336,0,134072561690569627,0,0,0,5066549580817402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0631286Z","2025-11-10 13:49:29.0631286Z","ETW","Microsoft-Antimalware-Engine",104,"Behavior Monitoring  BmInternal"," 3320 MsMpEng.exe",4040,," 5776 attack-148.exe",,,,,,,,,,,,"Parent","n/a",1762782569063128600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0631826Z","2025-11-10 13:49:29.0631826Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring  BmOpenProcess"," 3320 MsMpEng.exe",11484,," 6464 explorer.exe"," 5776 attack-148.exe",,,,,,,,,,,,,1762782569063182600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0650636Z","2025-11-10 13:49:29.0650636Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 6464 explorer.exe",10688,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569065063600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352453976064,4544,134050237202078848,6464,0,0,0,5066549580791946,134072561689556860,10688,0,134072561690569627,0,0,0,5066549580817402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0650657Z","2025-11-10 13:49:29.0650657Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 6464 explorer.exe",10688,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569065065800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048626868952,8,134050237202078848,6464,0,0,0,5066549580791946,134072561689556860,10688,0,134072561690569627,0,0,0,5066549580817402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0769622Z","2025-11-10 13:49:29.0769622Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5804 svchost.exe",11580,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569076962200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0772702Z","2025-11-10 13:49:29.0772702Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring  BmOpenProcess"," 3320 MsMpEng.exe",11484,," 5804 svchost.exe"," 5776 attack-148.exe",,,,,,,,,,,,,1762782569077270200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.0816182Z","2025-11-10 13:49:29.0816182Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",14,"KERNEL_THREATINT_TASK_WRITEVM "," 5804 svchost.exe",11580,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569081618200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352453976064,4544,134050237051150782,5804,0,0,0,5066549580791920,134072561116226043,11580,0,134072561690569627,0,0,0,5066549580817402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1015379Z","2025-11-10 13:49:29.1015379Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",16,"KERNEL_THREATINT_TASK_SUSPENDRESUME_THREAD "," 6464 explorer.exe",10688,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569101537900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134050237202078848,6464,0,0,0,5066549580791946,134072561689556860,10688,0,134072561690569627,0,0,0,5066549580817402,,,,134072561690569725,2780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1016090Z","2025-11-10 13:49:29.1016090Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 5804 svchost.exe",4460,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569101609100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1043005Z","2025-11-10 13:49:29.1043005Z","ETW","Microsoft-Antimalware-Engine",43,"ExpensiveOperationTask ExpensiveOperationBegin"," 3320 MsMpEng.exe",4040,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Users\Public\Downloads\attack-148.exe",,,,,,1762782569104300500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776,true,3437500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1043112Z","2025-11-10 13:49:29.1043112Z","ETW","Microsoft-Antimalware-Engine",67,"ExpensiveOperationTask ExpensiveOperationEnd"," 3320 MsMpEng.exe",4040,,,,,"BM InitializeFriendlyStatus::IsKnownFriendly()",,,,,"C:\Users\Public\Downloads\attack-148.exe",,,,,,1762782569104311200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776,false,3437500,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1043673Z","2025-11-10 13:49:29.1043673Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3320 MsMpEng.exe",4040,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569104367300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-10 13:49:29.1043864Z","2025-11-10 13:49:29.1043864Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",5,"PsOpenProcess"," 3320 MsMpEng.exe",4040,,," 5776 attack-148.exe",,,,,,,,,,,,,1762782569104386400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4096,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
