timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,timestamp_ns,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,commitcharge,commitpeak,cpucyclecount,createtime,exitcode,exittime,handlecount,hardfaultcount,processsequencenumber,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,fullregionsize,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetaddress,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,saddr,seqnum,size,sport,desiredaccess,returncode,id,process,reason,threadtime,action,key,vault,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,attrid,attrseq,attrsubset,featureid,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,data,startstop,deltacpu,deltawall,engineid,flags,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,devicename,devicenamelength,drivername,drivernamelength,accessmask,washardened,oldfilename,foldername,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,allocationtype,classification,eventtype,fileid,fileusn,info,scansource,integritylevel,imagepath,processcontextid,channel,eventid,first resource path,first resource type,resource count,scan source,type,startqpc,actionstatus,allsigseqs,allsigshas,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scantype,sha1,sha256,threatname,vpath,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,count,terminationtime,bytescopied,operationstatus,featuretype,keypath,newvalue,oldvalue,usermode,valuename
"2025-12-16 12:02:11.8118526Z","ETW","0","0","2025-12-16 12:02:11.8118526Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,1765886531811852600,,,,,140731779645440,140731779645440,1041502,1015808,4109641684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8118925Z","ETW","0","0","2025-12-16 12:02:11.8118925Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,,,,,,,1765886531811892500,,,,,140731529887744,140731529887744,195802,184320,791399748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8119913Z","ETW","0","0","2025-12-16 12:02:11.8119913Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,,,,,,,1765886531811991300,,,,,140731504984064,140731504984064,397383,364544,3789010626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8120286Z","ETW","0","0","2025-12-16 12:02:11.8120286Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,,,,,,,1765886531812028600,,,,,140731787444224,140731787444224,111648,53248,4223476491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8121034Z","ETW","0","0","2025-12-16 12:02:11.8121034Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,,,,,,,1765886531812103400,,,,,140731679834112,140731679834112,334932,323584,3664508198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8122213Z","ETW","0","0","2025-12-16 12:02:11.8122213Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,,,,,,,1765886531812221300,,,,,140729917833216,140729917833216,1686385,1650688,2069969302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8123038Z","ETW","0","0","2025-12-16 12:02:11.8123038Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,,,,,,,1765886531812303800,,,,,140731530412032,140731530412032,555527,512000,2497221210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8123441Z","ETW","0","0","2025-12-16 12:02:11.8123441Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,,,,,,,1765886531812344100,,,,,140731488272384,140731488272384,102410,86016,1260445496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8143660Z","ETW","0","0","2025-12-16 12:02:11.8143660Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,,,,,,,1765886531814366000,,,,,140730647314432,140730647314432,1686385,1638400,2069969302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8148121Z","ETW","0","0","2025-12-16 12:02:11.8148121Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,1765886531814812100,,,,,140731779645440,140731779645440,1041502,1003520,4109641684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8153250Z","ETW","0","0","2025-12-16 12:02:11.8153250Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",9532,,," 5072 EDRi.exe",,,"C:\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,1765886531815325000,,,,,140731748712448,140731748712448,265798,221184,3598506564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8154200Z","ETW","0","0","2025-12-16 12:02:11.8154200Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,,,,,,,1765886531815420000,,,,,140731787444224,140731787444224,111648,40960,4223476491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8163123Z","ETW","0","0","2025-12-16 12:02:11.8163123Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",5660,,," 5072 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,,,,,,,1765886531816312300,,,,,140731504984064,140731504984064,397383,352256,3789010626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8164360Z","ETW","0","0","2025-12-16 12:02:11.8164360Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",15352,,," 5072 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,,,,,,,1765886531816436000,,,,,140731529887744,140731529887744,195802,172032,791399748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8167730Z","ETW","0","0","2025-12-16 12:02:11.8167730Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",9532,,," 5072 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,,,,,,,1765886531816773000,,,,,140731679834112,140731679834112,334932,311296,3664508198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8183399Z","ETW","0","0","2025-12-16 12:02:11.8183399Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,,,,,,,1765886531818339900,,,,,140731488272384,140731488272384,102410,73728,1260445496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8192192Z","ETW","0","0","2025-12-16 12:02:11.8192192Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",15352,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,,,,,,,1765886531819219200,,,,,140731530412032,140731530412032,555527,499712,2497221210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8225595Z","ETW","0","0","2025-12-16 12:02:11.8225595Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,,,,,,,1765886531822559500,,,,,140731473264640,140731473264640,123889,86016,3824705497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.8246935Z","ETW","0","0","2025-12-16 12:02:11.8246935Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 5072 EDRi.exe",12448,,," 5072 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,,,,,,,1765886531824693500,,,,,140731472216064,140731472216064,1025341,991232,3093645688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.9019741Z","ETW","1","0","2025-12-16 12:02:11.9019741Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","14984 RuntimeBroker.exe",6916,,,"14984 RuntimeBroker.exe",,,,,,,,,,,,,18446727645782355968,18446727645782327296,140731816172480,0,940089634816,6916,1765886531901974100,940092424192,940092375040,140731816172480,1571479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.9019744Z","ETW","1","0","2025-12-16 12:02:11.9019744Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop ","14984 RuntimeBroker.exe",6904,,,"14984 RuntimeBroker.exe",,,,,,,,,,,,,18446727645782159360,18446727645782130688,140731816172480,0,940089602048,6904,1765886531901974400,940087771136,940087721984,140731816172480,1559036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-16 12:02:11.9488659Z","ETW","1","0","2025-12-16 12:02:11.9488659Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4168 svchost.exe",6556,,," 4168 svchost.exe",,,,,,,,,,,,,18446727645746888704,18446727645746860032,140731779685424,200,742690119680,6556,1765886531948865900,742693273600,742693240832,140731779685424,40322620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
