timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,id,process,reason,threadtime,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,fullregionsize,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetaddress,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,action,key,vault,data,startstop,deltacpu,deltawall,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,attrid,attrseq,attrsubset,featureid,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,accessmask,washardened,allocationtype,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,classification,eventtype,fileid,fileusn,info,scansource,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,first resource path,first resource type,resource count,scan source,type,startqpc,devicename,devicenamelength,drivername,drivernamelength,actionstatus,allsigseqs,allsigshas,determination,enginereportguid,etwdatareporttype,extradatajson,islatent,ispassivemode,processcommandline,processcreationtime,processpath,realpath,reporttype,resourcedata,resourceschema,rtpprocesscreationtime,rtpprocessid,scantype,sha1,sha256,threatname,vpath,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,bytescopied,operationstatus,channel,eventid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-12-15 13:09:26.3958795Z","myETW","0","0","2025-12-15 13:09:26.395712100Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166395712100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3957672Z","myETW","0","0","2025-12-15 13:09:26.395763700Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166395763700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3960343Z","myETW","0","0","2025-12-15 13:09:26.395888300Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166395888300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3959567Z","myETW","0","0","2025-12-15 13:09:26.395952100Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166395952100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3974756Z","myETW","0","0","2025-12-15 13:09:26.397307000Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166397307000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3973803Z","myETW","0","0","2025-12-15 13:09:26.397375200Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166397375200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3975434Z","myETW","0","0","2025-12-15 13:09:26.397377100Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166397377100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3974440Z","myETW","0","0","2025-12-15 13:09:26.397438600Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166397438600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3976168Z","myETW","0","0","2025-12-15 13:09:26.397475900Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166397475900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3975601Z","myETW","0","0","2025-12-15 13:09:26.397556500Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166397556500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3978740Z","myETW","0","0","2025-12-15 13:09:26.397871200Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtOpenFile C:\Windows\System32\pla.dll with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE",,,,,,,,,,,1765804166397871200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3980823Z","myETW","0","0","2025-12-15 13:09:26.397910900Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166397910900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3980610Z","myETW","0","0","2025-12-15 13:09:26.397945900Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166397945900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3980009Z","myETW","0","0","2025-12-15 13:09:26.397996500Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166397996500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3980135Z","myETW","0","0","2025-12-15 13:09:26.398008400Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166398008400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3982085Z","myETW","0","0","2025-12-15 13:09:26.398104100Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166398104100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3981511Z","myETW","0","0","2025-12-15 13:09:26.398119300Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtQueryInformationProcess with InfoClass=ProcessDeviceMap",,,,,,,,,,,1765804166398119300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3982819Z","myETW","0","0","2025-12-15 13:09:26.398129100Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtReadFile C:\Users\admin3\Desktop\EDR-Introspection\x64\Release\EDRi.exe",,,,,,,,,,,1765804166398129100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3981482Z","myETW","0","0","2025-12-15 13:09:26.398144600Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\C:\Windows\System32\pla.dll with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166398144600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3981573Z","myETW","0","0","2025-12-15 13:09:26.398154000Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166398154000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3981871Z","myETW","0","0","2025-12-15 13:09:26.398184700Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtCreateFile \??\MountPointManager with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE and Disposition='open or fail if not exists'",,,,,,,,,,,1765804166398184700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 13:09:26.3983783Z","myETW","0","0","2025-12-15 13:09:26.398375600Z","Hook-Provider",7007,"HookTask"," 5256 MsMpEng.exe",,,," 5256 MsMpEng.exe",,"NtOpenFile C:\Windows\System32\SHCore.dll with DesiredAccess=0x100080:FILE_READ_ATTRIBUTES|SYNCHRONIZE",,,,,,,,,,,1765804166398375600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
