timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,connid,daddr,dport,saddr,seqnum,size,sport,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,protectionmask,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,viewsize,lastprotectionmask,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,regionsize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-12-15 14:19:35.6121668Z","ETW","0","0","2025-12-15 14:19:35.6121668Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765808375612166800,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6139610Z","ETW","0","0","2025-12-15 14:19:35.6139610Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765808375613961000,140729253625856,140729253625856,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6142436Z","ETW","0","0","2025-12-15 14:19:35.6142436Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765808375614243600,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6148221Z","ETW","0","0","2025-12-15 14:19:35.6148221Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765808375614822100,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6153801Z","ETW","0","0","2025-12-15 14:19:35.6153801Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765808375615380100,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6161502Z","ETW","0","0","2025-12-15 14:19:35.6161502Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765808375616150200,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6166939Z","ETW","0","0","2025-12-15 14:19:35.6166939Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765808375616693900,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6191957Z","ETW","0","0","2025-12-15 14:19:35.6191957Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,1765808375619195700,140729453707264,140729453707264,100412,69632,4018993513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6199612Z","ETW","0","0","2025-12-15 14:19:35.6199612Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765808375619961200,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6248294Z","ETW","0","0","2025-12-15 14:19:35.6248294Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765808375624829400,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:35.6273222Z","ETW","0","0","2025-12-15 14:19:35.6273222Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765808375627322200,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:36.4001187Z","ETW","1","0","2025-12-15 14:19:36.4001187Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 4984 powershell.exe",5816,,," 4984 powershell.exe",,,,,,,,,,,,,1765808376400118700,,,,,,4728612,18446684154611326976,18446684154611298304,140728700788512,0,939321929728,5816,939324866560,939324854272,140728700788512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3276479Z","ETW","0","0","2025-12-15 14:19:37.3276479Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765808377327647900,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3276957Z","ETW","0","0","2025-12-15 14:19:37.3276957Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765808377327695700,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3277456Z","ETW","0","0","2025-12-15 14:19:37.3277456Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765808377327745600,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3278410Z","ETW","0","0","2025-12-15 14:19:37.3278410Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765808377327841000,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3279376Z","ETW","0","0","2025-12-15 14:19:37.3279376Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765808377327937600,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3280090Z","ETW","0","0","2025-12-15 14:19:37.3280090Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765808377328009000,140729253625856,140729253625856,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3280684Z","ETW","0","0","2025-12-15 14:19:37.3280684Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765808377328068400,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3281185Z","ETW","0","0","2025-12-15 14:19:37.3281185Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,1765808377328118500,140729453707264,140729453707264,100412,69632,4018993513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3282564Z","ETW","0","0","2025-12-15 14:19:37.3282564Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765808377328256400,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3283193Z","ETW","0","0","2025-12-15 14:19:37.3283193Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765808377328319300,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3306663Z","ETW","0","0","2025-12-15 14:19:37.3306663Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765808377330666300,140729253625856,140729253625856,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3309400Z","ETW","0","0","2025-12-15 14:19:37.3309400Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765808377330940000,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3316263Z","ETW","1","0","2025-12-15 14:19:37.3316263Z","Microsoft-Windows-Kernel-Process",3,"ThreadStart Start "," 6704 EDRi.exe",9640,,," 6704 EDRi.exe",,,,,,,,,,,,,1765808377331626300,,,,,,,18446684154611326976,18446684154611298304,140729808179472,0,1089342492672,5116,1089353023488,1089353019392,140729808179472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3318935Z","ETW","0","0","2025-12-15 14:19:37.3318935Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765808377331893500,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3319168Z","ETW","0","0","2025-12-15 14:19:37.3319168Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",10236,,," 6704 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765808377331916800,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3326187Z","ETW","0","0","2025-12-15 14:19:37.3326187Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",9640,,," 6704 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765808377332618700,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3329820Z","ETW","0","0","2025-12-15 14:19:37.3329820Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",9640,,," 6704 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765808377332982000,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3349395Z","ETW","0","0","2025-12-15 14:19:37.3349395Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,1765808377334939500,140729453707264,140729453707264,100412,69632,4018993513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3356912Z","ETW","0","0","2025-12-15 14:19:37.3356912Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765808377335691200,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3411342Z","ETW","0","0","2025-12-15 14:19:37.3411342Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765808377341134200,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:37.3436684Z","ETW","0","0","2025-12-15 14:19:37.3436684Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765808377343668400,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0619433Z","ETW","0","0","2025-12-15 14:19:39.0619433Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765808379061943300,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0619919Z","ETW","0","0","2025-12-15 14:19:39.0619919Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765808379061991900,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0620413Z","ETW","0","0","2025-12-15 14:19:39.0620413Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765808379062041300,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0621362Z","ETW","0","0","2025-12-15 14:19:39.0621362Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765808379062136200,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0622308Z","ETW","0","0","2025-12-15 14:19:39.0622308Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765808379062230800,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0623056Z","ETW","0","0","2025-12-15 14:19:39.0623056Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765808379062305600,140729253625856,140729253625856,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:19:39.0623647Z","ETW","0","0","2025-12-15 14:19:39.0623647Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 6704 EDRi.exe",6628,,," 6704 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765808379062364700,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
