timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,desiredaccess,linksourcename,linktargetname,returncode,connid,daddr,dport,mss,rcvwin,rcvwinscale,sackopt,saddr,seqnum,size,sndwinscale,sport,tsopt,wsopt,classification,eventtype,fileid,fileusn,info,scansource,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,engineid,threadtime,startqpc,channel,eventid,accessmask,washardened,featureid,fullregionsize,lastprotectionmask,targetaddress,data,startstop,deltacpu,deltawall,id,process,reason,cycletime,creationtime,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-11-18 11:15:17.0857864Z","2025-11-18 11:15:17.0857864Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8908,,,,,,"C:\Program Files\WindowsApps\Microsoft.Copilot_1.25104.66.0_x64__8wekyb3d8bbwe\Assets",,,,,,,,,,1763464517085786400,,,,,,,18446652281960456576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.1287889Z","2025-11-18 11:15:17.1287889Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8924,,,,,,"C:\ProgramData\Packages\Microsoft.Copilot_8wekyb3d8bbwe\S-1-5-21-4172013786-3171869251-2938521833-1000\SystemAppData\Helium\Cache",,,,,,,,,,1763464517128788900,,,,,,,18446652282295390592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.2419783Z","2025-11-18 11:15:17.2419783Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8908,,,,,,"C:\Windows\System32\mydocs.dll::$EA",,,,,,,,,,1763464517241978300,,,,,,,18446652282248289648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.2574992Z","2025-11-18 11:15:17.2574992Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8908,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsAppRuntime.1.7_7000.676.1651.0_x64__8wekyb3d8bbwe\resources.pri::$ATTRIBUTE_LIST",,,,,,,,,,1763464517257499200,,,,,,,18446670421461768480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.3821837Z","2025-11-18 11:15:17.3821837Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",7972,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517382183700,,,,,,,,12288,2138897186816,134079377439006772,7988,49,7,55,21110623253299710,134079377539126952,7972,134079377439006772,7988,49,7,55,21110623253299710,"RWX",315392,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.4193799Z","2025-11-18 11:15:17.4193799Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8932,,,,,,"C:\Program Files\WindowsApps\Microsoft.Copilot_1.25104.66.0_x64__8wekyb3d8bbwe\Assets\favicon-cplt.ico::$ATTRIBUTE_LIST",,,,,,,,,,1763464517419379900,,,,,,,18446670421461755280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.4884933Z","2025-11-18 11:15:17.4884933Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8932,,,,,,"C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_19.2511.41111.0_x64__8wekyb3d8bbwe",,,,,,,,,,1763464517488493300,,,,,,,18446652282295452096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.5032936Z","2025-11-18 11:15:17.5032936Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8932,,,,,,"C:\ProgramData\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\S-1-5-21-4172013786-3171869251-2938521833-1000\SystemAppData\Helium\Cache",,,,,,,,,,1763464517503293600,,,,,,,18446652282087190912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.5598510Z","2025-11-18 11:15:17.5598510Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",7972,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517559851000,,,,,,,,12288,2138897186816,134079377439006772,7988,49,7,55,21110623253299710,134079377539126952,7972,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.5732819Z","2025-11-18 11:15:17.5732819Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",3948,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517573281900,,,,,,,,12288,2138898432000,134079377439006772,7988,49,7,55,21110623253299710,134079377539134678,3948,134079377439006772,7988,49,7,55,21110623253299710,"RWX",131072,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.5740065Z","2025-11-18 11:15:17.5740065Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",3948,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517574006500,,,,,,,,12288,2138898563072,134079377439006772,7988,49,7,55,21110623253299710,134079377539134678,3948,134079377439006772,7988,49,7,55,21110623253299710,"RWX",131072,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.5746040Z","2025-11-18 11:15:17.5746040Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",3948,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517574604000,,,,,,,,12288,2138898694144,134079377439006772,7988,49,7,55,21110623253299710,134079377539134678,3948,134079377439006772,7988,49,7,55,21110623253299710,"RWX",131072,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.6092913Z","2025-11-18 11:15:17.6092913Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8924,,,,,,"C:\Users\hacker\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\Settings",,,,,,,,,,1763464517609291300,,,,,,,18446652282214879616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.6421486Z","2025-11-18 11:15:17.6421486Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8908,,,,,,"C:\Program Files\WindowsApps\Microsoft.WindowsNotepad_11.2508.38.0_x64__8wekyb3d8bbwe\Assets\NotepadAppList.targetsize-16_altform-lightunplated.png::$ATTRIBUTE_LIST",,,,,,,,,,1763464517642148600,,,,,,,18446670421336008640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:17.7641490Z","2025-11-18 11:15:17.7641490Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",7972,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464517764149000,,,,,,,,12288,2138898300928,134079377439006772,7988,49,7,55,21110623253299710,134079377539126952,7972,134079377439006772,7988,49,7,55,21110623253299710,"RWX",315392,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:18.7484706Z","2025-11-18 11:15:18.7484706Z","ETW","Microsoft-Windows-Kernel-File",10,"NameCreate Info ","    4 System",8900,,,,,,"C:\Windows\System32\wtdccm.dll::$EA",,,,,,,,,,1763464518748470600,,,,,,,18446652282083411360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:24.1334972Z","2025-11-18 11:15:24.1334972Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",10912,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464524133497200,,,,,,,,12288,2138896072704,134079377439006772,7988,49,7,55,21110623253299710,134079377539126824,10912,134079377439006772,7988,49,7,55,21110623253299710,"RWX",315392,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:24.9955919Z","2025-11-18 11:15:24.9955919Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",2948,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464524995591900,,,,,,,,12288,2138896072704,134079377439006772,7988,49,7,55,21110623253299710,134079379490696656,2948,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:25.0572043Z","2025-11-18 11:15:25.0572043Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",9344,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464525057204300,,,,,,,,12288,2138896072704,134079377439006772,7988,49,7,55,21110623253299710,134079377538452730,9344,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:25.1475387Z","2025-11-18 11:15:25.1475387Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",9344,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464525147538700,,,,,,,,12288,2138896072704,134079377439006772,7988,49,7,55,21110623253299710,134079377538452730,9344,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:28.9020584Z","2025-11-18 11:15:28.9020584Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",3,"NtCreateSymbolicLinkObject","    4 System",8924,,,,,,,,,,,,,,,,1763464528902058400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,983041,"\DosDevices\GIO","\Device\GIO",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:39.1533059Z","2025-11-18 11:15:39.1533059Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",456,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464539153305900,,,,,,,,12288,2138898300928,134079377439006772,7988,49,7,55,21110623253299710,134079381386570095,456,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1134592,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:39.6580110Z","2025-11-18 11:15:39.6580110Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",9344,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464539658011000,,,,,,,,12288,2138899480576,134079377439006772,7988,49,7,55,21110623253299710,134079377538452730,9344,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:39.7003520Z","2025-11-18 11:15:39.7003520Z","ETW-TI","Microsoft-Windows-Threat-Intelligence",6,"KERNEL_THREATINT_TASK_ALLOCVM "," 7988 MsMpEng.exe",9344,,," 7988 MsMpEng.exe",,,,,,,,,,,,,1763464539700352000,,,,,,,,12288,2138899480576,134079377439006772,7988,49,7,55,21110623253299710,134079377538452730,9344,134079377439006772,7988,49,7,55,21110623253299710,"RWX",1101824,134079377439006772,49,7,55,21110623253299710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:54.764194400Z","2025-11-18 11:15:55.1731391Z","myETW","EDRi-Provider",4242,"EDRiTask"," 8888 EDRi.exe",,,,,,"Before decrypting the attack exe from C:\Users\hacker\source\repos\EDR-Introspection\x64\Release\attacks\Injector-deconditioning_alloc.exe.enc",,,,,,,,,,,1763464555173139100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:54.766462600Z","2025-11-18 11:15:55.1753975Z","myETW","EDRi-Provider",4242,"EDRiTask"," 8888 EDRi.exe",,,,,,"After decrypting the attack exe",,,,,,,,,,,1763464555175397500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:54.9173685Z","2025-11-18 11:15:54.9173685Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 7988 MsMpEng.exe",3948,,,,,"subtype=Lowfi, sigseq=0x00000555D4FB9C24, sigsha=68b7f163c37677d744a8a0d9772ac4a9d45a20b1, signame=#Lowfi:Lua:WrittenToDownloadFolderByOtherParentProcess, cached=false, source=5, resourceid=0x88823056, resource='C:\Users\Public\Downloads\attack-188.exe'",,,,,,,,,,,1763464554917368500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-11-18 11:15:54.9393321Z","2025-11-18 11:15:54.9393321Z","ETW","Microsoft-Antimalware-Engine",3,"Message  Info "," 7988 MsMpEng.exe",3948,,,,,"C:\Users\Public\Downloads\attack-188.exe is NOT trusted. Checking Trust? 1",,,,,,,,,,,1763464554939332100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
