timestamp,type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,cycletime,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,defaultbase,imagebase,imagesize,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-09-19 08:22:40.0202022Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\SHCore.dll",,,,,,,,,,,,,,,,,,,,,986194,,,,,,,,,,,4225820209,140725919219712,140725919219712,983040,,,,,,,,,,,,
"2025-09-19 08:22:40.0215986Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\shlwapi.dll",,,,,,,,,,,,,,,,,,,,,424140,,,,,,,,,,,4162087576,140725907947520,140725907947520,401408,,,,,,,,,,,,
"2025-09-19 08:22:40.0237286Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\bcryptprimitives.dll",,,,,,,,,,,,,,,,,,,,,699598,,,,,,,,,,,3582665716,140725906046976,140725906046976,626688,,,,,,,,,,,,
"2025-09-19 08:22:40.0249467Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 6232 attack.exe",,,,,,,,,,,,,18446656690358452224,18446656690358423552,140725944310960,0,393371570176,6080,393378529280,393378525184,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.0252823Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6232 attack.exe",6080,,," 6232 attack.exe",,,,,,,,,,,,,18446656690389663744,18446656690389635072,140725944310960,0,393371578368,5940,393379577856,393379573760,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.0539644Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\kernel.appcore.dll",,,,,,,,,,,,,,,,,,,,,125051,,,,,,,,,,,2547479300,140725875441664,140725875441664,110592,,,,,,,,,,,,
"2025-09-19 08:22:40.0560701Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\daxexec.dll",,,,,,,,,,,,,,,,,,,,,1159626,,,,,,,,,,,1313457027,140725373632512,140725373632512,1138688,,,,,,,,,,,,
"2025-09-19 08:22:40.0564103Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\oleaut32.dll",,,,,,,,,,,,,,,,,,,,,898252,,,,,,,,,,,1533373544,140725918105600,140725918105600,880640,,,,,,,,,,,,
"2025-09-19 08:22:40.0567629Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",7492,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\container.dll",,,,,,,,,,,,,,,,,,,,,342070,,,,,,,,,,,3129326832,140725414068224,140725414068224,307200,,,,,,,,,,,,
"2025-09-19 08:22:40.0606841Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\clbcatq.dll",,,,,,,,,,,,,,,,,,,,,783590,,,,,,,,,,,4271766768,140725916139520,140725916139520,724992,,,,,,,,,,,,
"2025-09-19 08:22:40.0639074Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6232 attack.exe",1568,,," 6232 attack.exe",,,,,,,,,,,,,18446656690390732800,18446656690390704128,140725910359328,0,393371586560,7968,393380626432,393380618240,140725910359328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.0666444Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\Windows.StateRepositoryPS.dll",,,,,,,,,,,,,,,,,,,,,882789,,,,,,,,,,,3687758230,140725749678080,140725749678080,802816,,,,,,,,,,,,
"2025-09-19 08:22:40.0703102Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\AppxAllUserStore.dll",,,,,,,,,,,,,,,,,,,,,449774,,,,,,,,,,,2833233081,140725388378112,140725388378112,430080,,,,,,,,,,,,
"2025-09-19 08:22:40.0714946Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\Windows.StateRepositoryClient.dll",,,,,,,,,,,,,,,,,,,,,310002,,,,,,,,,,,799845727,140725572796416,140725572796416,290816,,,,,,,,,,,,
"2025-09-19 08:22:40.0722107Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\Windows.StateRepositoryCore.dll",,,,,,,,,,,,,,,,,,,,,132790,,,,,,,,,,,559600455,140725648359424,140725648359424,106496,,,,,,,,,,,,
"2025-09-19 08:22:40.0736277Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\capauthz.dll",,,,,,,,,,,,,,,,,,,,,396500,,,,,,,,,,,1605668267,140725422260224,140725422260224,380928,,,,,,,,,,,,
"2025-09-19 08:22:40.0750571Z","ETW","Microsoft-Windows-Kernel-Process",5,"ImageLoadInfo "," 6232 attack.exe",1568,,," 6232 attack.exe",,,"\Device\HarddiskVolume3\Windows\System32\ntmarta.dll",,,,,,,,,,,,,,,,,,,,,286201,,,,,,,,,,,2803059627,140725877014528,140725877014528,221184,,,,,,,,,,,,
"2025-09-19 08:22:40.1132192Z","Custom","Attack-Provider",1337,"[>]  After starting subprocess with PID 8952"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.4203893Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 5600 MpDefenderCoreService.exe",11180,,," 5600 MpDefenderCoreService.exe",,,,,,,,,,,,,18446656690403749888,18446656690403721216,140725944310960,0,440071880704,1832,440074240000,440074174464,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.4372885Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 6232 attack.exe",,,,,,,,,,,,,18446656690411601920,18446656690411573248,140725944310960,0,393371594752,3512,393381675008,393381670912,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:40.4375833Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 6232 attack.exe",3512,,," 6232 attack.exe",,,,,,,,,,,,,18446656690411798528,18446656690411769856,140725944310960,0,393371602944,8372,393382723584,393382719488,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:41.0837347Z","Custom","Attack-Provider",1337,"[<] Before opening process handle"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:41.0843330Z","Custom","Attack-Provider",1337,"[>]  After opening process handle"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:42.0597138Z","Custom","Attack-Provider",1337,"[<] Before allocating memory for shellcode"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:42.0598935Z","Custom","Attack-Provider",1337,"[>]  After allocating memory for shellcode, at: 0000016BE8740000"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:43.0364235Z","Custom","Attack-Provider",1337,"[<] Before writing shellcode to process"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:43.0368817Z","Custom","Attack-Provider",1337,"[>]  After writing shellcode to process, at: 0000016BE8740000"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:44.0093186Z","Custom","Attack-Provider",1337,"[<] Before changing memory protection to PAGE_EXECUTE_READ"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:44.0096535Z","Custom","Attack-Provider",1337,"[>]  After changing memory protection to PAGE_EXECUTE_READ"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:44.9918736Z","Custom","Attack-Provider",1337,"[<] Before creating remote thread"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:44.9923430Z","Custom","Attack-Provider",1337,"[>]  After creating remote thread"," 6232 attack.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.0339428Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2740 MsMpEng.exe",1920,,," 2740 MsMpEng.exe",,,,,,,,,,,,,18446656690382344192,18446656690382315520,140725944310960,244,495566331904,11168,495581659136,495581593600,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.0341915Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2740 MsMpEng.exe",3096,,," 2740 MsMpEng.exe",,,,,,,,,,,,,18446656690374148096,18446656690374119424,140725633123472,244,495566340096,11160,495583232000,495583166464,140725633123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.1392490Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2740 MsMpEng.exe",11160,,," 2740 MsMpEng.exe",,,,,,,,,,,,469534,18446656690374148096,18446656690374119424,140725633123472,244,495566340096,11160,495583232000,495583166464,140725633123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.1396630Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2740 MsMpEng.exe",3096,,," 2740 MsMpEng.exe",,,,,,,,,,,,,18446656690374148096,18446656690374119424,140725633123472,244,495566348288,9484,495583232000,495583166464,140725633123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.1405201Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2740 MsMpEng.exe",9484,,," 2740 MsMpEng.exe",,,,,,,,,,,,454779,18446656690374148096,18446656690374119424,140725633123472,244,495566348288,9484,495583232000,495583166464,140725633123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.1481635Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2740 MsMpEng.exe",3096,,," 2740 MsMpEng.exe",,,,,,,,,,,,,18446656690374148096,18446656690374119424,140725633123472,244,495566356480,6800,495583232000,495583166464,140725633123472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-09-19 08:22:45.2869037Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart "," 2740 MsMpEng.exe",11168,,," 2740 MsMpEng.exe",,,,,,,,,,,,,18446656690414977024,18446656690414948352,140725944310960,0,495566364672,1440,495583756288,495583690752,140725944310960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
